Unnamed: 0,question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
1018,maria had number0 sheets of paper in her desk and number1 more in her backpack . how many did she have total ?,"[50,41]","[+,number0,number1]",91,"[1,2,3,9,10,11,19,20,21]",maria had number0 sheets of paper in her desk and number1 more in her backpack .,how many did she have total ?,,[],3008,"To solve the problem, we need to add the number of sheets of paper that Maria had in her desk to the number of sheets she had in her backpack. 

The number of sheets in her desk is given as 50. 

The number of sheets in her backpack is given as 41.

We add these two numbers together to find the total number of sheets Maria had. 

So, we perform the addition operation as follows:

$ 50 + 41 $

#### 91"
1019,adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars . how much money does he have total ?,"[79,13]","[+,number0,number1]",92,"[1,2,3,13,15,16,17,23,24,25]",adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars .,how much money does he have total ?,,[],3010,"To find out how much money Adam has in total, we need to add the amount he had saved up with the amount his mother gave him.

Adam had 79 dollars saved up.
His mother gave him another 13 dollars.

To find the total amount of money Adam has, we can add these two amounts together:

$79 + $13 = $92

Therefore, Adam has a total of 92 dollars. 

#### 92"
1023,at the fair haley went on number0 rides in the day and number1 at night . how many rides did haley go on total ?,"[6,3]","[+,number0,number1]",9,"[1,5,6,7,11,12,13,21,22,23]",at the fair haley went on number0 rides in the day and number1 at night .,how many rides did haley go on total ?,,[],3035,"To find the total number of rides Haley went on, we need to add the number of rides she went on during the day and the number of rides she went on at night.

Number of rides during the day = 6
Number of rides at night = 3

To find the total number of rides, we add these two numbers together:

$6 + 3 = 9$

Therefore, Haley went on a total of 9 rides.

####9"
1024,a teacher had number0 worksheets to grade . if she graded number1 but then another number2 were turned in how many worksheets would she have to grade ?,"[38,4,15]","[+,-,number0,number1,number2]",49,"[2,3,4,10,11,12,14,15,16,24,25,26]",a teacher had number0 worksheets to grade . if she graded number1 but then another number2 were turned in,how many worksheets would she have to grade ?,,[],3041,"The teacher initially had 38 worksheets to grade. After grading 4 worksheets, she received an additional 15 worksheets. To find out how many worksheets she would have to grade in total, we can add the number of worksheets she initially had with the number of worksheets she received.

Initial number of worksheets: 38
Number of worksheets graded: 4
Number of additional worksheets received: 15

To find the total number of worksheets to be graded, we can add the initial number of worksheets and the additional worksheets received:

Total number of worksheets = Initial number + Additional worksheets
Total number of worksheets = 38 + 15

Calculating this expression gives us:

Total number of worksheets = 53

Therefore, the teacher would have to grade a total of 53 worksheets.

####"
1025,nancy picked number0 carrots from her garden . if she threw out number1 of them and then picked number2 more the next day how many carrots would she have total ?,"[12,2,21]","[+,-,number0,number1,number2]",31,"[1,2,3,11,12,13,16,17,18,19,20,27,28,29]",nancy picked number0 carrots from her garden . if she threw out number1 of them and then picked number2 more the next day,how many carrots would she have total ?,,[],3047,"Sure, let's solve this step-by-step:

1. Nancy starts with 12 carrots from her garden. So, the initial number of carrots is $12$.

2. She then throws out 2 carrots. This leaves her with $12 - 2 = 10$ carrots.

3. The next day, she picks 21 more carrots. So, she adds these to the 10 carrots she already has. This gives her a total of $10 + 21 = 31$ carrots.

So, Nancy would have a total of $31$ carrots.

#### 31"
1026,john had number0 socks . if he threw away number1 old number2 that did n't fit and bought number3 new number4 how many socks would he have ?,"[33,19,1,13,1]","[+,-,number0,number1,number3]",27,"[1,2,3,8,9,10,11,12,14,17,18,19,20,21,23,24,25,26]",john had number0 socks . if he threw away number1 old number2 that did n't fit and bought number3 new number4,how many socks would he have ?,,[],3048,"To solve this problem, we need to calculate the number of socks John would have after throwing away some old ones and buying new ones.

Given:
- John had 33 socks.
- He threw away 19 old socks that didn't fit.
- He bought 13 new socks.

To find the total number of socks John would have, we can subtract the number of old socks he threw away from the initial number of socks he had and then add the number of new socks he bought.

Initial number of socks: 33
Number of old socks thrown away: 19
Number of new socks bought: 13

Total number of socks = Initial number of socks - Number of old socks thrown away + Number of new socks bought

Calculating:
Total number of socks = 33 - 19 + 13

Simplifying:
Total number of socks = 14 + 13

Final calculation:
Total number of socks = 27

####27"
1027,luke had number0 dollars in january . by march he had spent number1 dollars . if he got another number2 dollars from his mom how much money would he have ?,"[48,11,21]","[+,-,number0,number1,number2]",58,"[1,2,3,4,11,12,13,18,19,20,27,28,29]",luke had number0 dollars in january . by march he had spent number1 dollars . if he got another number2 dollars from his mom,how much money would he have ?,,[],3050,"To solve this problem, we can follow these steps:

1. Start with the initial amount of money Luke had in January, which is $48.
2. Subtract the amount he spent in March, which is $11.
3. Add the amount he received from his mom, which is $21.

Calculating step by step:
$48 - $11 + $21 = $58

Therefore, Luke would have $58 after receiving $21 from his mom.

#### 58"
1029,paul made number0 dollars mowing lawns and number1 dollars weed eating . if he only spent number2 dollar a week how long would the money last him ?,"[44,28,9]","[/,+,number0,number1,number2]",8,"[1,2,3,6,7,8,15,16,17,24,25,26]",paul made number0 dollars mowing lawns and number1 dollars weed eating . if he only spent number2 dollar a week,how long would the money last him ?,,[],3056,"To find out how long the money would last Paul, we need to determine his weekly expenses and divide the total amount of money he has by his weekly expenses.

First, let's calculate Paul's total income:
$44 (from mowing lawns) + $28 (from weed eating) = $72

Next, let's determine Paul's weekly expenses:
Paul spends $9 per week.

Now, we can calculate how long the money would last him:
$72 (total income) ÷ $9 (weekly expenses) = 8 weeks

Therefore, the money would last Paul for 8 weeks.

####8"
1030,the school 's baseball team had number0 new players and number1 returning players . if the coach put them into groups with number2 players in each group how many groups would there be ?,"[2,22,3]","[/,+,number0,number1,number2]",8,"[32,5,6,7,8,9,10,11,12,21,22,23,25,30,31]",the school 's baseball team had number0 new players and number1 returning players . if the coach put them into groups with number2 players in each group,how many groups would there be ?,,[],3057,"Sure, let's solve this step by step:

1. First, we need to find out the total number of players. The school's baseball team had 2 new players and 22 returning players. So, the total number of players is $ 2 + 22 = 24 $.

2. Next, we need to determine how many groups of 3 players each we can form from these 24 players. The number of groups is equal to the total number of players divided by the number of players in each group. So, we calculate $ 24 \div 3 = 8 $.

So, there would be $ 8 $ groups.

#### 8"
1032,a group of number0 friends went into a restaurant . the chef already had number1 chicken wings cooked but cooked number2 more for the group . if they each got the same amount how many would each person get ?,"[9,2,25]","[/,+,number1,number2,number0]",3,"[2,3,4,36,37,38,9,13,14,15,16,19,20,21,28]",a group of number0 friends went into a restaurant . the chef already had number1 chicken wings cooked but cooked number2 more for the group . if they each got the same amount,how many would each person get ?,,[],3059,"The chef had 2 chicken wings cooked before the group arrived. Then, the chef cooked an additional 25 chicken wings for the group. To find out how many chicken wings each person would get, we need to divide the total number of chicken wings by the number of people in the group.

The total number of chicken wings is the sum of the initial 2 cooked wings and the 25 additional wings: $2 + 25 = 27$.

Since there are 9 friends in the group, we divide the total number of chicken wings by 9: $27 \div 9 = 3$.

Therefore, each person would get 3 chicken wings.

####3"
1033,haley 's old washing machine could only wash number0 pieces of clothing at a time . if she had to wash number1 shirts and number2 sweaters how many loads would she have to do ?,"[7,2,33]","[/,+,number1,number2,number0]",5,"[32,33,4,7,8,9,20,21,22,23,24,25,31]",haley 's old washing machine could only wash number0 pieces of clothing at a time . if she had to wash number1 shirts and number2 sweaters,how many loads would she have to do ?,,[],3061,"To find out how many loads Haley would have to do, we need to divide the total number of clothing items by the maximum number of pieces her washing machine can handle at a time.

Haley has 2 shirts and 33 sweaters, which gives a total of 2 + 33 = 35 clothing items.

Now, we divide the total number of clothing items by the maximum capacity of the washing machine:

35 / 7 = ####"
1034,dave was organizing his baseball cards in a binder with number0 on each page . if he had number1 new cards and number2 old cards to put in the binder how many pages would he use ?,"[8,3,13]","[/,+,number1,number2,number0]",2,"[33,2,34,4,35,8,9,10,11,12,17,18,19,20,21,22,23,24]",dave was organizing his baseball cards in a binder with number0 on each page . if he had number1 new cards and number2 old cards to put in the binder,how many pages would he use ?,,[],3062,"To solve this problem, we need to determine the total number of cards Dave has and then divide that by the number of cards he can fit on each page.

First, let's find the total number of cards Dave has:
- He has 3 new cards.
- He also has 13 old cards.
- Therefore, the total number of cards Dave has is $3 + 13 = 16$.

Next, let's calculate how many pages Dave would use:
- Each page can hold 8 cards.
- To find the number of pages, we divide the total number of cards by the number of cards per page: $16 ÷ 8 = 2$.

Therefore, Dave would use 2 pages to organize his baseball cards.

####2"
1035,ned was helping the cafeteria workers pick up lunch trays but he could only carry number0 trays at a time . if he had to pick up number1 trays from number2 table and number3 trays from another how many trips will he make ?,"[8,27,1,5]","[/,+,number3,number1,number0]",4,"[32,33,34,4,6,40,41,42,14,15,16,26,27,28,29,30,31]",ned was helping the cafeteria workers pick up lunch trays but he could only carry number0 trays at a time . if he had to pick up number1 trays from number2 table and number3 trays from another,how many trips will he make ?,,[],3063,"To solve this problem, we need to understand the concept of division. Ned can carry 8 trays at a time. This means that if we divide the total number of trays he needs to pick up by the number of trays he can carry, we will get the number of trips he needs to make.

The total number of trays Ned needs to pick up is 27 trays from one table and 5 trays from another table. So, the total number of trays is $27 + 5 = 32$ trays.

Now, we need to divide the total number of trays by the number of trays Ned can carry at a time. This can be done by using the division operation:

$32 ÷ 8$

To perform this division, we first find how many times 8 fits into 32. That's 4 times. So, Ned will make 4 trips to pick up the trays.

Here's the step-by-step calculation:

- Total number of trays: $27 + 5 = 32$
- Number of trays Ned can carry at a time: $8$
- Number of trips Ned will make: $32 ÷ 8 = 4$

So, Ned will make 4 trips to pick up all the trays. #### 4"
1037,for homework megan had number0 math problems and number1 spelling problems . if she can finish number2 problems in an hour how long will it take her to finish all the problems ?,"[36,28,8]","[/,+,number0,number1,number2]",8,"[3,4,5,6,7,8,9,10,15,16,17,29,30,31]",for homework megan had number0 math problems and number1 spelling problems . if she can finish number2 problems in an hour,how long will it take her to finish all the problems ?,,[],3065,"To find out how long it will take Megan to finish all the problems, we need to determine the total number of problems she has and divide it by the number of problems she can finish in an hour.

Megan has 36 math problems and 28 spelling problems, so the total number of problems she has is $36 + 28 = 64$.

If she can finish 8 problems in an hour, we can calculate how many hours it will take her to finish all the problems by dividing the total number of problems by the number of problems she can finish in an hour:

$64 \div 8 = 8$

Therefore, it will take Megan 8 hours to finish all the problems.

####8"
1038,for halloween isabel received number0 pieces of candy from neighbors and number1 pieces from her older sister . if she only ate number2 pieces a day how long would the candy last her ?,"[16,5,3]","[/,+,number0,number1,number2]",7,"[32,3,4,5,10,11,12,21,22,23,30,31]",for halloween isabel received number0 pieces of candy from neighbors and number1 pieces from her older sister . if she only ate number2 pieces a day,how long would the candy last her ?,,[],3067,"To find out how long the candy would last Isabel, we need to divide the total number of candy pieces she received by the number of pieces she eats per day.

The total number of candy pieces Isabel received is 16 + 5 = 21.

Let's calculate how long the candy would last her:

21 (total candy pieces) / 3 (pieces eaten per day) = 7 days

Therefore, the candy would last Isabel for 7 days.

####"
1039,tiffany had number0 pages of math homework and number1 pages of reading homework . if each page had number2 problems on it how many problems did she have to complete total ?,"[6,4,3]","[*,+,number0,number1,number2]",30,"[1,2,3,7,8,9,15,17,18,19,28,29,30]",tiffany had number0 pages of math homework and number1 pages of reading homework . if each page had number2 problems on it,how many problems did she have to complete total ?,,[],3076,"To find the total number of problems Tiffany had to complete, we need to calculate the number of problems on each type of homework separately and then add them together.

First, let's calculate the number of math problems. Since each page has 3 problems and Tiffany had 6 pages of math homework, we can multiply these two numbers: $6 \times 3 = 18$ math problems.

Next, let's calculate the number of reading problems. Similarly, since each page has 3 problems and Tiffany had 4 pages of reading homework, we can multiply these two numbers: $4 \times 3 = 12$ reading problems.

Finally, to find the total number of problems, we add the number of math problems to the number of reading problems: $18 + 12 = 30$.

Therefore, Tiffany had a total of 30 problems to complete.

#### 30"
1041,a waiter had number0 customers in his section . if number1 of them left and the rest of his tables had number2 people at each table how many tables did he have ?,"[62,17,9]","[/,-,number0,number1,number2]",5,"[2,3,4,9,10,11,20,21,22,24,29,30,31]",a waiter had number0 customers in his section . if number1 of them left and the rest of his tables had number2 people at each table,how many tables did he have ?,,[],3081,"To find the number of tables the waiter had, we need to determine how many people were left after 17 customers left his section. 

The initial number of customers in his section was 62. After 17 customers left, the remaining number of customers is given by:

$62 - 17 = 45$

Now, we need to divide the remaining number of customers (45) by the number of people at each table (9) to find the number of tables:

$45 \div 9 = 5$

Therefore, the waiter had 5 tables in his section.

#### Answer: 5"
1042,tom had number0 pieces of clothing to wash. he put number1 of them in number2 load but decided to split the rest into number3 equal loads . how many pieces of clothing could go in each of the small loads ?,"[36,18,1,2]","[/,-,number0,number1,number3]",9,"[1,2,3,36,37,6,38,39,10,11,12,14,15,16,23,24,25,26]",tom had number0 pieces of clothing to wash. he put number1 of them in number2 load but decided to split the rest into number3 equal loads .,how many pieces of clothing could go in each of the small loads ?,,[],3082,"To find out how many pieces of clothing could go in each of the small loads, we need to subtract the number of pieces in the first load from the total number of pieces of clothing.

Given:
Total number of pieces of clothing = 36
Number of pieces in the first load = 18

To find the number of pieces in each of the small loads, we need to divide the remaining number of pieces by the number of small loads, which is 2.

So, let's calculate:
Remaining number of pieces = Total number of pieces of clothing - Number of pieces in the first load = 36 - 18 = 18

Number of pieces in each small load = Remaining number of pieces / Number of small loads = 18 / 2 = 9

Therefore, each of the small loads can hold 9 pieces of clothing.

#### 9"
1043,nancy had number0 files on her computer . she deleted number1 of them and put the rest into folders with number2 files in each one . how many folders did nancy end up with ?,"[43,31,6]","[/,-,number0,number1,number2]",2,"[32,1,2,3,33,9,10,11,19,20,21,23,31]",nancy had number0 files on her computer . she deleted number1 of them and put the rest into folders with number2 files in each one .,how many folders did nancy end up with ?,,[],3083,"To find the number of folders Nancy ended up with, we need to determine how many files she had left after deleting 31 files and then divide that number by 6 (since each folder contains 6 files).

Nancy initially had 43 files on her computer.
She deleted 31 files.
Therefore, the number of files she had left is $43 - 31 = 12$.

Now, we need to divide the remaining 12 files into folders with 6 files in each one.
To do this, we divide the number of files by the number of files per folder: $12 \div 6 = 2$.

Therefore, Nancy ended up with 2 folders.

####"
1046,tom bought number0 tickets at the state fair . he spent number1 tickets at the 'dunk a clown ' booth and decided to use the rest on rides . if each ride cost number2 tickets how many rides could he go on ?,"[63,14,7]","[/,-,number0,number1,number2]",7,"[1,2,3,34,33,35,39,40,41,10,11,12,31]",tom bought number0 tickets at the state fair . he spent number1 tickets at the 'dunk a clown ' booth and decided to use the rest on rides . if each ride cost number2 tickets,how many rides could he go on ?,,[],3087,"Tom bought 63 tickets at the state fair. He spent 14 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, we need to find out how many rides he could go on.

To find the number of rides Tom could go on, we need to subtract the number of tickets he spent at the 'dunk a clown' booth from the total number of tickets he bought. 

Total number of tickets - Tickets spent at 'dunk a clown' booth = Tickets for rides

63 - 14 = Tickets for rides

Performing the calculation:

63 - 14 = 49

Therefore, Tom could go on #### rides."
1047,the cafeteria had number0 apples . for lunch they handed out number1 to students and decided to use the rest to make pies . if each pie takes number2 apples how many pies could they make ?,"[51,41,5]","[/,-,number0,number1,number2]",2,"[33,2,3,4,34,35,10,11,12,25,27,28,29]",the cafeteria had number0 apples . for lunch they handed out number1 to students and decided to use the rest to make pies . if each pie takes number2 apples,how many pies could they make ?,,[],3093,"Sure! Let's solve the math problem step by step.

1. Start with the total number of apples the cafeteria had: 51 apples.
2. Subtract the number of apples handed out to students: 51 - 41 = 10 apples remaining for making pies.
3. Calculate how many pies can be made with the remaining apples: 10 apples ÷ 5 apples per pie = 2 pies.

Therefore, the cafeteria could make 2 pies with the remaining apples.

#### Answer: 2"
1049,there are number0 students trying out for the school 's trivia teams . if number1 of them did n't get picked for the team and the rest were put into number2 groups how many students would be in each group ?,"[58,28,5]","[/,-,number0,number1,number2]",6,"[1,2,3,37,38,39,13,14,15,20,26,29,30,31]",there are number0 students trying out for the school 's trivia teams . if number1 of them did n't get picked for the team and the rest were put into number2 groups,how many students would be in each group ?,,[],3095,"To find out how many students would be in each group, we need to subtract the number of students who didn't get picked from the total number of students and then divide the result by the number of groups.

Total number of students = 58
Number of students who didn't get picked = 28

Number of students selected for the team = Total number of students - Number of students who didn't get picked
Number of students selected for the team = 58 - 28

Now, we need to divide the number of selected students by the number of groups to find out how many students would be in each group.

Number of groups = 5

Number of students in each group = Number of selected students / Number of groups
Number of students in each group = (58 - 28) / 5

Calculating this expression:

(58 - 28) / 5 = ####"
1050,wendy earned number0 points for each bag of cans she recycled . if she had number1 bags but did n't recycle number2 of them how many points would she have earned ?,"[5,11,2]","[*,-,number1,number2,number0]",45,"[1,2,3,5,13,14,15,16,18,20,21,22,28,29,30]",wendy earned number0 points for each bag of cans she recycled . if she had number1 bags but did n't recycle number2 of them,how many points would she have earned ?,,[],3098,"To find out how many points Wendy would have earned, we need to calculate the total number of bags she recycled and then multiply it by 5.

Given:
- Wendy had 11 bags.
- She didn't recycle 2 of them.

To find the number of bags she actually recycled, we subtract the number of bags she didn't recycle from the total number of bags she had:

$11 - 2 = 9$

So, Wendy recycled 9 bags.

Now, to find the total number of points she earned, we multiply the number of bags she recycled by 5:

$9 \times 5 = 45$

Therefore, Wendy would have earned 45 points.

####45"
1051,at lunch a waiter had number0 customers and number1 of them did n't leave a tip . if he got number2 each from the number3 who did tip how much money did he earn ?,"[10,5,3,1]","[*,-,number0,number1,number2]",15,"[32,33,2,34,4,5,6,7,8,9,20,21,22,24,25,26]",at lunch a waiter had number0 customers and number1 of them did n't leave a tip . if he got number2 each from the number3 who did tip,how much money did he earn ?,,[],3102,"To solve this problem, we first need to determine the number of customers who left a tip and then calculate the total amount of money the waiter earned from tips.

1. The waiter had 10 customers in total, and 5 of them did not leave a tip. This means that the 5 customers who did not leave a tip are the ones who left money. So, the number of customers who left a tip is $10 - 5 = 5$ customers.

2. The waiter received $3 from each of the customers who left a tip. So, to find out how much money he earned from tips, we multiply the number of customers who left a tip by the amount each customer left: $5 * 3 = 15$ dollars.

So, the waiter earned $15 from tips.

####15"
1053,at the fair kaleb bought number0 tickets . after riding the ferris wheel he had number1 tickets left . if each ticket cost number2 dollars how much money did kaleb spend riding the ferris wheel ?,"[6,3,9]","[*,-,number0,number1,number2]",27,"[32,33,34,3,4,5,6,14,15,16,20,22,23,24]",at the fair kaleb bought number0 tickets . after riding the ferris wheel he had number1 tickets left . if each ticket cost number2 dollars,how much money did kaleb spend riding the ferris wheel ?,,[],3106,"Let's break down the information given in the question:

1. Kaleb bought 6 tickets.
2. After riding the Ferris wheel, he had 3 tickets left.
3. Each ticket cost $9.

To find out how much money Kaleb spent riding the Ferris wheel, we need to calculate the total cost of the tickets he used.

The number of tickets used can be calculated by subtracting the number of tickets left from the total number of tickets bought:
$6 - 3 = 3$

So, Kaleb used 3 tickets to ride the Ferris wheel.

Now, we can calculate the total cost by multiplying the number of tickets used by the cost per ticket:
$3 \times 9 = 27$

Therefore, Kaleb spent $27 riding the Ferris wheel.

#### Answer: 27"
1054,a trivia team had number0 members total but during a game number1 members did n't show up . if each member that did show up scored number2 points how many points were scored total ?,"[9,3,2]","[*,-,number0,number1,number2]",12,"[32,33,3,4,5,7,10,11,12,15,19,25,26,27,31]",a trivia team had number0 members total but during a game number1 members did n't show up . if each member that did show up scored number2 points,how many points were scored total ?,,[],3107,"The total number of members in the trivia team is 9. However, 3 members did not show up for the game. 

To find out how many members did show up, we need to subtract the number of members who didn't show up from the total number of members.

Total members - Members who didn't show up = Members who showed up
9 - 3 = 6

So, there were 6 members who showed up for the game. 

Each member who showed up scored 2 points. To find out the total points scored, we need to multiply the number of members who showed up by the points scored per member.

Members who showed up * Points scored per member = Total points scored
6 * 2 = 12

Therefore, a total of 12 points were scored. 

####12"
1055,anne had number0 sweettarts . if anne gave equal numbers of sweettarts to her number1 friends how many sweettarts did each person eat ?,"[15,3]","[/,number0,number1]",5,"[1,2,3,12,13,14,15,20,21,22]",anne had number0 sweettarts . if anne gave equal numbers of sweettarts to her number1 friends,how many sweettarts did each person eat ?,,[],3109,"To find out how many sweettarts each person ate, we need to divide the total number of sweettarts (15) by the number of friends (3).

Let's perform the division:

$ 15 \div 3 = 5 $

Therefore, each person ate 5 sweettarts.

#### Each person ate 5 sweettarts."
1056,shirley sold number0 boxes of trefoils . how many cases of number1 boxes does shirley need to deliver ?,"[54,6]","[/,number0,number1]",9,"[1,2,3,10,11,12,15,16,17]",shirley sold number0 boxes of trefoils .,how many cases of number1 boxes does shirley need to deliver ?,,[],3111,"To find out how many cases of 6 boxes Shirley needs to deliver, we can divide the total number of boxes she sold by the number of boxes in each case.

Given that Shirley sold 54 boxes of trefoils and each case contains 6 boxes, we can set up the following equation:

$ \text{Number of cases} \times \text{Boxes per case} = \text{Total number of boxes sold} $

Let's represent the number of cases as ""x"":

$ x \times 6 = 54 $

To solve for ""x"", we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 6:

$ \frac{x \times 6}{6} = \frac{54}{6} $

Simplifying further:

$ x = 9 $

Therefore, Shirley needs to deliver 9 cases of 6 boxes each.

#### Answer: 9"
1057,billy had number0 lemon heads . if billy gave equal numbers of lemon heads to his number1 friends how many lemon heads did each person eat ?,"[72,6]","[/,number0,number1]",12,"[1,2,3,4,13,15,16,17,23,24,25]",billy had number0 lemon heads . if billy gave equal numbers of lemon heads to his number1 friends,how many lemon heads did each person eat ?,,[],3112,"To find out how many lemon heads each person ate, we need to divide the total number of lemon heads (72) by the number of friends (6).

Dividing 72 by 6 gives us:

$ \frac{72}{6} = 12 $

Therefore, each person ate 12 lemon heads.

#### Answer: 12"
1059,there are number0 eggs in margaret 's egg collection . if the eggs are organized into number1 groups how big is each group ?,"[35,5]","[/,number0,number1]",7,"[1,2,3,15,16,17,20,21,22]",there are number0 eggs in margaret 's egg collection . if the eggs are organized into number1 groups,how big is each group ?,,[],3114,"To find out how big each group is, we need to divide the total number of eggs (35) by the number of groups (5).

Dividing 35 by 5 gives us:

$ \frac{35}{5} = 7 $

Therefore, each group will have 7 eggs.

#### 
7"
1060,there are number0 students in the class and number1 skittles . if the skittles are divided equally among the students how many does each student get ?,"[9,27]","[/,number1,number0]",3,"[1,2,3,7,8,9,23,24,25]",there are number0 students in the class and number1 skittles . if the skittles are divided equally among the students,how many does each student get ?,,[],3115,"To find out how many skittles each student gets, we need to divide the total number of skittles by the number of students.

Given:
Number of students = 9
Number of skittles = 27

To find the number of skittles each student gets, we can use the division operation:

$ \text{Number of skittles per student} = \frac{\text{Total number of skittles}}{\text{Number of students}} $

Substituting the given values:

$ \text{Number of skittles per student} = \frac{27}{9} $

Simplifying the division:

$ \text{Number of skittles per student} = 3 $

Therefore, each student will get 3 skittles.

####"
1061,there are number0 bottle caps in terry 's bottle cap collection . if the bottle caps are organized into number1 groups how big is each group ?,"[560,80]","[/,number0,number1]",7,"[1,2,3,4,18,19,20,23,24,25]",there are number0 bottle caps in terry 's bottle cap collection . if the bottle caps are organized into number1 groups,how big is each group ?,,[],3117,"To find the size of each group, we need to divide the total number of bottle caps by the number of groups.

Total number of bottle caps = 560
Number of groups = 80

To find the size of each group, we can use the division operation:

Size of each group = Total number of bottle caps / Number of groups

Substituting the given values:

Size of each group = 560 / 80

Performing the division:

Size of each group = 7

Therefore, each group will have 7 bottle caps.

####"
1062,there are number0 marbles in phyllis 's marble collection . if the marbles are organized into number1 groups how big is each group ?,"[64,32]","[/,number0,number1]",2,"[1,2,3,15,16,17,20,21,22]",there are number0 marbles in phyllis 's marble collection . if the marbles are organized into number1 groups,how big is each group ?,,[],3118,"To find the size of each group, we need to divide the total number of marbles by the number of groups.

Total number of marbles = 64
Number of groups = 32

To find the size of each group, we can use the division operation:

$ \text{Size of each group} = \frac{\text{Total number of marbles}}{\text{Number of groups}} $

Substituting the given values:

$ \text{Size of each group} = \frac{64}{32} $

Simplifying the division:

$ \text{Size of each group} = 2 $

Therefore, each group will have 2 marbles.

####"
1066,peter has number0 tickets and number1 pencils . if he shares the tickets among number2 friends how many tickets does each friend get ?,"[54,4,9]","[/,number0,number2]",6,"[1,2,3,4,5,6,9,13,14,15,20,21,22]",peter has number0 tickets and number1 pencils . if he shares the tickets among number2 friends,how many tickets does each friend get ?,,[],3125,"To find out how many tickets each friend gets, we need to divide the total number of tickets Peter has (54) by the number of friends he wants to share them with (9).

So, the calculation is:

$ 54 \div 9 = 6 $

Each friend will get 6 tickets.

#### Answer: 6"
1067,ronald has number0 eggs and number1 candies . if he shares the eggs among number2 friends how many eggs does each friend get ?,"[16,3,8]","[/,number0,number2]",2,"[1,2,3,4,5,6,9,13,14,15,20,21,22]",ronald has number0 eggs and number1 candies . if he shares the eggs among number2 friends,how many eggs does each friend get ?,,[],3126,"To find out how many eggs each friend gets, we need to divide the total number of eggs (16) by the number of friends (8).

$ 16 \div 8 = 2 $

Each friend will get 2 eggs.

#### Each friend will get 2 eggs."
1068,rebecca wants to split a collection of eggs into groups of number0 rebecca has number1 eggs and number2 marbles . how many groups will be created ?,"[2,16,3]","[/,number1,number0]",8,"[10,11,12,14,15,16,17,18,19,23,24,25]",rebecca wants to split a collection of eggs into groups of number0 rebecca has number1 eggs and number2 marbles .,how many groups will be created ?,,[],3127,"To find out how many groups will be created when Rebecca splits a collection of eggs into groups of 2, we need to divide the total number of eggs by 2.

Rebecca has 16 eggs. 

So, we can divide 16 by 2 to find the number of groups:

$ \frac{16}{2} = 8 $

Therefore, Rebecca will create 8 groups. 

#### Answer: 8"
1069,catherine has number0 bottle caps and number1 blocks . if she shares the bottle caps among number2 friends how many bottle caps does each friend get ?,"[18,19,6]","[/,number0,number2]",3,"[1,2,3,4,5,6,7,10,15,16,17,23,24,25]",catherine has number0 bottle caps and number1 blocks . if she shares the bottle caps among number2 friends,how many bottle caps does each friend get ?,,[],3129,"To determine how many bottle caps each friend gets, we need to divide the total number of bottle caps by the number of friends. 

In this case, Catherine has $ 18 $ bottle caps and she is sharing them among $ 6 $ friends.

So, the calculation would be: $ 18 / 6 $

Let's perform the calculation:

$ 18 / 6 = 3 $

So, each friend gets $ 3 $ bottle caps.

#### 3"
1071,there are number0 bananas in janice 's banana collection . janice also has number1 crayons . if the bananas are organized into number2 groups how big is each group ?,"[3300,5,75]","[/,number0,number2]",44,"[1,2,3,12,13,14,21,22,23,26,27,28]",there are number0 bananas in janice 's banana collection . janice also has number1 crayons . if the bananas are organized into number2 groups,how big is each group ?,,[],3133,"To find the size of each group, we need to divide the total number of bananas by the number of groups.

Total number of bananas = 3300
Number of groups = 75

To find the size of each group, we can use the division operation:

Size of each group = Total number of bananas / Number of groups

Substituting the given values:

Size of each group = 3300 / 75

Performing the division:

Size of each group = 44

Therefore, each group will have 44 bananas.

####"
1072,chris is inviting number0 friends to a party . he has number1 cookies and number2 peices of candy . how many cookies will each friend get ?,"[82,1804,10]","[/,number1,number0]",22,"[1,2,3,4,6,10,11,12,13,14,15,23,24,25]",chris is inviting number0 friends to a party . he has number1 cookies and number2 peices of candy .,how many cookies will each friend get ?,,[],3135,"To find out how many cookies each friend will get, we need to divide the total number of cookies by the number of friends.

Given:
Number of friends (f) = 82
Total number of cookies (c) = 1804

To find the number of cookies each friend will get, we can use the formula:

Number of cookies per friend = Total number of cookies / Number of friends

Substituting the given values into the formula:

Number of cookies per friend = 1804 / 82

Calculating this division:

Number of cookies per friend = 22

Therefore, each friend will get 22 cookies.

####"
1073,keith has number0 marbles and number1 pencils . if he shares the marbles among number2 friends how many marbles does each friend get ?,"[5530,3,79]","[/,number0,number2]",70,"[1,2,3,4,5,6,9,13,14,15,20,21,22]",keith has number0 marbles and number1 pencils . if he shares the marbles among number2 friends,how many marbles does each friend get ?,,[],3136,"To find out how many marbles each friend gets, we need to divide the total number of marbles (5530) by the number of friends (79).

Dividing 5530 by 79 can be done as follows:

$ \frac{5530}{79} = 70 $

Therefore, each friend will get 70 marbles.

#### Answer: 70"
