,question,answer
1087,wendy bought number0 inches of ribbon . she used number1 inches to wrap presents . how much ribbon did wendy have left ?,"To find out how much ribbon Wendy has left, we need to subtract the amount of ribbon she used to wrap presents from the total amount of ribbon she bought.

Given:
Total amount of ribbon Wendy bought = 84 inches
Amount of ribbon Wendy used to wrap presents = 46 inches

To find the amount of ribbon Wendy has left, we can subtract the amount used from the total:
 84 - 46 = << 84 - 46 = 38 >> 38 

Therefore, Wendy has 38 inches of ribbon left.

#### 38"
1088,marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . how much did his dad 's strawberries weigh ?,"Let's denote the weight of Marco's dad's strawberries as ""x"" pounds. We know that Marco's strawberries weighed 14 pounds and together their strawberries weighed 23 pounds. 

So, we can set up the equation: 

14 + x = 23

To find the weight of Marco's dad's strawberries, we need to solve for x. 

Subtracting 14 from both sides of the equation, we have: 

x = 23 - 14

Simplifying the right side of the equation, we get: 

x = 9

Therefore, Marco's dad's strawberries weighed 9 pounds.

#### 9"
1089,miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,"Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls.

To find out how many more packs of red bouncy balls Miki bought than yellow bouncy balls, we need to compare the number of packs for each color.

The number of red bouncy ball packs is given as 4, and the number of yellow bouncy ball packs is given as 3.

To calculate the difference between these two quantities, we subtract the number of yellow bouncy ball packs from the number of red bouncy ball packs:

 4 - 3 = << 4 - 3 = 1 >> 1 

Therefore, Miki bought 1 more pack of red bouncy balls than yellow bouncy balls.

#### 1"
1090,willy has number0 crayons . lucy has number1 crayons . how many more crayons does willy have than lucy ?,"To find out how many more crayons Willy has than Lucy, we need to subtract the number of crayons Lucy has from the number of crayons Willy has.

Let's denote the number of crayons Willy has as <<W>> and the number of crayons Lucy has as <<L>>.

Given that Willy has 5092 crayons (W = <<W = 5092>> 5092) and Lucy has 3971 crayons (L = <<L = 3971>> 3971), we can calculate the difference by subtracting <<L>> from <<W>>:

W - L = <<W - L = 5092 - 3971>> 5092 - 3971

Performing the subtraction:

5092 - 3971 = <<5092 - 3971 = 1121>> 1121

Therefore, Willy has 1121 more crayons than Lucy.

#### 1121"
1091,a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first . about how many blood cells were in the second sample ?,"To find out how many blood cells were in the second sample, we need to add the number of blood cells in the first sample to the additional 6908 blood cells.

Let's denote the number of blood cells in the second sample as ""x"". We know that the second sample contained 6908 more blood cells than the first sample, which had 1410 blood cells. Therefore, we can set up the equation:

x = 1410 + 6908

Now, let's solve for x by performing the addition:

x = 8318

So, there were approximately 8318 blood cells in the second sample.

#### 8318"
1092,there is a snail problem in centerville . people work together to get rid number0 snails but number1 of them remain . about how many snails were originally in centerville ?,"Let's denote the original number of snails in Centerville as ""x"". According to the problem, people worked together to get rid of 3482 snails, but 8278 of them remained. 

To find the original number of snails, we can subtract the remaining snails from the total number of snails:

x - 3482 = <<x - 3482 = 8278>> 8278

To solve for x, we can add 3482 to both sides of the equation:

x = <<x = 8278 + 3482>> 8278 + 3482

Calculating this expression:

x = <<x = 11760>> 11760

Therefore, there were originally 11,760 snails in Centerville.

#### 11760"
1093,recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about how many stamps did they sell ?,"To find the total number of stamps sold, we need to add the number of color stamps and the number of black-and-white stamps together.

The number of color stamps sold is given as 578,833.
The number of black-and-white stamps sold is given as 523,776.

To find the total number of stamps sold, we can add these two quantities:

 578,833 + 523,776 = << 578,833 + 523,776 = 1,102,609 >> 1,102,609 

Therefore, the postal service sold approximately 1,102,609 stamps in total.

#### 1102609"
1094,there are number0 flowers and number1 bees . what 's the difference of the number of flowers and bees over there ?,"To find the difference between the number of flowers and bees, we need to subtract the number of bees from the number of flowers.

Number of flowers: 5
Number of bees: 3

Difference = Number of flowers - Number of bees

Calculating the difference:
 5 - 3 = << 5 - 3 = 2 >> 2 

#### 2"
1095,there are number0 squirrels in a tree with number1 nuts . what 's the difference of the number of squirrels and nuts over there ?,"To find the difference between the number of squirrels and nuts, we need to subtract the number of nuts from the number of squirrels.

Given that there are 4 squirrels in a tree and 2 nuts, we can represent this mathematically as:

<<4 - 2>>

Calculating this expression, we get:

4 - 2 = <<4 - 2 = 2>> 2

Therefore, the difference between the number of squirrels and nuts is 2.

#### 2"
1096,mrs. sheridan has number0 cats . mrs. garrett has number1 cats . what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?,"To find the difference between the number of Mrs. Sheridan's cats and Mrs. Garrett's cats, we need to subtract the number of Mrs. Sheridan's cats from the number of Mrs. Garrett's cats.

Mrs. Sheridan has 11 cats, which can be represented as 11.
Mrs. Garrett has 24 cats, which can be represented as 24.

To find the difference, we subtract 11 from 24:

24 - 11 = <<24 - 11 = 13>> 13

Therefore, the difference between the number of Mrs. Sheridan's cats and Mrs. Garrett's cats is 13.
#### 13"
1097,bobby has number0 books . kristi has number1 books . what 's the difference of the number of bobby 's books and kristi 's books ?,"To find the difference between the number of Bobby's books and Kristi's books, we need to subtract the number of Kristi's books from the number of Bobby's books.

Given:
Bobby has 142 books.
Kristi has 78 books.

To find the difference, we subtract 78 from 142:

142 - 78 = <<142 - 78 = 64>> 64

Therefore, the difference between the number of Bobby's books and Kristi's books is 64.

#### 64"
1098,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . what 's the difference between the cost of the cookies and the money of diane ?,"To find the difference between the cost of the cookies and the money Diane has, we need to subtract the amount of money Diane has from the cost of the cookies.

The cost of the cookies is given as 65 cents, and Diane has 27 cents. To find the difference, we subtract 27 cents from 65 cents.

65 - 27 = <<65 - 27 = 38>> 38

Therefore, the difference between the cost of the cookies and the money Diane has is 38 cents.

#### 38"
1099,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,"Let's break down the information given in the problem:

- Total number of questions on the math test: 45
- Number of word problems: 17
- Number of addition and subtraction problems: 28
- Number of questions Steve can answer: 38

To find the difference between the total number of questions on the math test and the number of questions Steve can answer, we need to subtract the latter from the former.

Total number of questions - Number of questions Steve can answer = Difference

Substituting the given values:

45 - 38 = Difference

Now let's calculate this:

45 - 38 = <<45 - 38 = 7>> 7

#### 7"
1100,when maria got to the fair she had number0 . when she left she had number1 . what 's the difference between the number of dollars when maria got and left the fair ?,"To find the difference between the number of dollars Maria had when she got to the fair and when she left, we need to subtract the amount she had when she left from the amount she had when she got there.

Let's represent the amount Maria had when she got to the fair as <<x>> and the amount she had when she left as <<y>>.

According to the given information, Maria had 87 dollars when she got to the fair, so we can write:

x = <<x = 87>> 87

Similarly, Maria had 16 dollars when she left, so we can write:

y = <<y = 16>> 16

To find the difference between these two amounts, we subtract <<y>> from <<x>>:

x - y = <<x - y = 87 - 16>> 87 - 16

Simplifying this expression gives us:

x - y = <<x - y = 71>> 71

Therefore, the difference between the number of dollars Maria had when she got to the fair and when she left is 71.

#### 71"
1101,a waiter had number0 customers . after some left he still had number1 customers . what 's the difference between the number of customers before leaving and after leaving ?,"Let's denote the number of customers before some left as ""x"". We are given that the waiter had 19 customers initially and after some left, he still had 4 customers. 

So, we can set up the equation: x - (number of customers who left) = 4.

We know that the initial number of customers was 19, so we substitute x with 19 in the equation: 19 - (number of customers who left) = 4.

To find the difference between the number of customers before leaving and after leaving, we need to subtract the number of customers who left from the initial number of customers. 

Simplifying the equation: 
19 - (number of customers who left) = 4
19 - 4 = (number of customers who left)

Calculating:
15 = (number of customers who left)

Therefore, the difference between the number of customers before leaving and after leaving is 15.

#### 15"
1102,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,"To find the difference between the pounds of Tripp and Charlotte's backpacks, we need to subtract the weight of Charlotte's backpack from the weight of Tripp's backpack.

Tripp's backpack weighs 25 pounds.
Charlotte's backpack weighs 18 pounds.

To find the difference, we subtract:

25 - 18 = <<25 - 18 = 7>> 7

The difference between the pounds of Tripp and Charlotte's backpacks is 7 pounds. 

#### 7"
1103,oliver had number0 cherries . after eating some he had number1 left . what 's the difference between the number of cherries that oliver had before eating and the left after eating ?,"Let's denote the number of cherries Oliver ate as ""x"". According to the problem, Oliver had 16 cherries before eating and 6 cherries left after eating. 

The difference between the number of cherries Oliver had before eating and the number left after eating can be calculated by subtracting the number of cherries left from the initial number of cherries.

So, the calculation would be: <<16 - 6>>.

Simplifying this expression gives us: <<10>>.

Therefore, the difference between the number of cherries that Oliver had before eating and the number left after eating is 10.

#### 10"
1104,last thursday drew had number0 . over the weekend he received some money for cutting the grass . he now has number1 . how much money did he get paid for cutting the grass ?,"Let's assume the amount of money Drew received for cutting the grass is represented by the variable <<x>>. 

According to the problem, last Thursday Drew had 30 dollars. Over the weekend, he received some money for cutting the grass, and now he has 61 dollars. 

We can express this information in an equation: 

30 + x = <<30 + x = 61>> 61

To find the value of <<x>>, we need to isolate it on one side of the equation. 

Subtracting 30 from both sides of the equation: 

30 + x - 30 = <<30 + x - 30 = 61 - 30>> 61 - 30

Simplifying: 

x = <<x = 31>> 31

Therefore, Drew got paid 31 dollars for cutting the grass.

#### 31"
1105,last week adam ran number0 miles more than katie . adam ran number1 miles . how many miles did katie run ?,"Let's assume the number of miles Katie ran is represented by the variable <<x>>. According to the information given, Adam ran 25 miles more than Katie, so we can express Adam's distance as <<x + 25>>. We are also told that Adam ran 35 miles. 

Therefore, we can set up the equation x + 25 = <<x + 25 = 35>> 35 to represent the relationship between Adam's and Katie's distances. To find the value of <<x>>, we need to solve this equation.

Subtracting 25 from both sides of the equation, we have:

x + 25 - 25 = <<x + 25 - 25 = 35 - 25>> 35 - 25

Simplifying, we get:

x = <<x = 10>> 10

So Katie ran 10 miles.

#### 10"
1106,last week howard had number0 dollars . he washed windows over the weekend and now has number1 dollars . how much money did he make washing windows ?,"Let's denote the amount of money Howard made washing windows as ""x"". 

According to the given information, Howard had <<26 initially and now has >>52 after washing windows. 

We can set up the equation: 

26 + x = <<26 + x = 52>> 52

To find the value of ""x"", we need to isolate it on one side of the equation. 

Subtracting <<26 from both sides of the equation:

>>x = 52 - 26<<

Simplifying the right side:

>>x = 26<<

Therefore, Howard made >>26 washing windows.

#### 26"
1107,there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag . how many soccer balls did he pick up ?,"Let's assume that Coach B picked up x additional soccer balls. 

Initially, there were 6 soccer balls in the bag. After Coach B picked up x additional soccer balls, the total number of soccer balls in the bag became 6 + x.

According to the problem, there are now 24 balls in the bag. So we can set up the equation:

6 + x = 24

To find the value of x, we need to isolate it on one side of the equation. We can do this by subtracting 6 from both sides:

(6 + x) - 6 = 24 - 6
x = 18

Therefore, Coach B picked up 18 soccer balls.

#### 18"
1108,there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn . how many bales did he store in the barn ?,"To find out how many bales of hay Keith stored in the barn, we can subtract the initial number of bales from the final number of bales.

Let's denote the initial number of bales as <<x>>, and the final number of bales as 89. 

So, the equation can be written as: x + 22 = <<x + 22 = 89>> 89

To isolate the variable <<x>> on one side of the equation, we need to subtract 22 from both sides:

x + 22 - 22 = <<x + 22 - 22 = 89 - 22>> 89 - 22

This simplifies to: x = <<x = 67>> 67

Therefore, Keith stored 67 bales of hay in the barn.

#### 67"
1109,alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library . how many books did she buy at the yard sale ?,"Let's assume that Alyssa bought x books at the yard sale. 

Initially, Alyssa had 30 books in her library. After buying x books at the yard sale, she now has a total of 88 books in her library. 

We can represent this information using an equation: 

30 + x = 88

To find the value of x, we need to isolate it on one side of the equation. 

Subtracting 30 from both sides of the equation, we have: 

x = 88 - 30

Simplifying the right side of the equation: 

x = 58

Therefore, Alyssa bought 58 books at the yard sale.

#### 58"
1110,sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over how much did he spent on the baseball gear ?,"Let's assume that the amount Sam spent on the baseball gear is represented by the variable <<x>>.

We know that Sam received 87 dollars for his birthday and had 23 dollars left over. This means that he spent a total of 87 - 23 = <<87 - 23 = 64>> 64 dollars on the baseball gear.

Therefore, Sam spent 64 dollars on the baseball gear.

#### 64"
1111,if number0 cartridge costs number1 dollars how many ink cartridges can you buy with number2 dollars ?,"To find out how many ink cartridges can be bought with <<180, we need to divide the total amount of money by the cost of one cartridge.

Let's denote the cost of one cartridge as >>15 and the total amount of money as <<180.

To calculate the number of cartridges, we divide the total amount of money by the cost of one cartridge:

>>180 / <<15 = 12

Therefore, with >>180, you can buy 12 ink cartridges.

#### 12"
1112,after paying number0 dollars for the pie sandy has number1 dollars left . how much money did she have before buying the pie ?,"Let's assume that Sandy had <<x before buying the pie. After paying >>6 for the pie, she has <<57 left.

We can set up an equation to represent this situation:

>>x - 6 = 57<<

To find the value of x, we need to isolate it on one side of the equation. We can do this by adding 6 to both sides:

>>x - 6 + 6 = 57 + 6<<

Simplifying the equation gives us:

>>x = 63<<

Therefore, Sandy had >>63 before buying the pie.

#### 63"
1113,there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase . how many red roses did she cut ?,"Let's assume that Melanie cut x red roses from her flower garden.

Initially, there were 8 red roses in the vase. After cutting some more roses, there are now 14 red roses in the vase. 

So, the total number of red roses in the vase after cutting is 8 + x = 14.

To find out how many red roses Melanie cut, we need to solve for x in the equation 8 + x = 14.

Subtracting 8 from both sides of the equation, we have:

x = 14 - 8

Simplifying the right side of the equation:

x = 6

Therefore, Melanie cut 6 red roses from her flower garden.

#### 6"
1114,mike found number0 seashells on the beach he gave tom some of his seashells . he has number1 seashell left . how many seashells did he give to tom ?,"Let's assume that Mike gave x seashells to Tom.

Initially, Mike had 62 seashells.
After giving x seashells to Tom, he has 13 seashells left.

So, we can set up the equation: 62 - x = 13

To find the value of x, we can solve this equation:

62 - x = 13
Subtracting 62 from both sides:
-x = 13 - 62
Simplifying:
-x = -49
Dividing both sides by -1 (to isolate x):
x = (-49) / (-1)

Therefore, Mike gave Tom 49 seashells.

#### 49"
1115,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars . how much money did fred make washing cars ?,"To find out how much money Fred made washing cars, we need to calculate the difference between his current amount of money and the amount he had last week.

Fred had 46 dollars last week and now has 57 dollars. To find the difference, we subtract the initial amount from the final amount:

<<57 - >>46 = <<11

Therefore, Fred made >>11 washing cars.

#### 11"
1116,mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour . how many more cups of flour does she need to add ?,"To find out how many more cups of flour Mary needs to add, we need to subtract the amount of flour she has already put in from the total amount required.

The recipe calls for 9 cups of flour and Mary has already put in 2 cups. To find out how many more cups she needs to add, we can subtract the amount she has already put in from the total amount required:

9 - 2 = <<9 - 2 = 7>> 7

Mary needs to add 7 more cups of flour.

#### 7"
1117,edward had number0 baseball cards in number1 binders . if each binder has the same number of cards how many cards are in each binder ?,"To find the number of cards in each binder, we can divide the total number of cards by the number of binders.

Given:
- Edward has 763 baseball cards.
- He has 7 binders.

Let's denote the number of cards in each binder as ""x"".

We can set up an equation to represent this situation:

Total number of cards = Number of binders × Number of cards in each binder

This can be written as:
763 = 7x

To solve for x, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 7:

763/7 = (7x)/7

Simplifying the equation gives us:
109 = x

Therefore, there are 109 cards in each binder.

#### 109"
1118,there are number0 students going to a trivia competition . if each school van can hold number1 students how many vans will they need ?,"To find out how many vans are needed, we can divide the total number of students by the capacity of each van.

Total number of students = 396
Capacity of each van = 9

To calculate the number of vans needed, we can use the formula:

Number of vans = Total number of students / Capacity of each van

Substituting the given values into the formula:

Number of vans = 396 / 9

Performing the division:

Number of vans = 44

Therefore, they will need 44 vans. 

#### 44"
1119,billy bought number0 boxes of books at a yard sale . if each box had number1 books how many books did he buy ?,"To find out how many books Billy bought, we can multiply the number of boxes by the number of books in each box.

Number of boxes: 5
Number of books in each box: 7

To calculate the total number of books, we can multiply these two numbers together:

5 * 7 = <<5 * 7 = 35>> 35

Billy bought a total of 35 books.

#### 35"
1120,emily was selling some of her old toys at a garage sale . she started out with number0 toys and sold number1 of them . how many does she have left ?,"Emily started with 7 toys and sold 3 of them. To find out how many toys she has left, we need to subtract the number of toys she sold from the number of toys she started with.

Starting with 7 toys, we subtract 3 toys that were sold:

7 - 3 = <<7 - 3 = 4>> 4

Therefore, Emily has 4 toys left.

#### 4"
1121,cody had number0 old video games he wanted to get rid of . if he gave his friend number1 of the games how many does he still have ?,"Cody initially had 9 old video games. If he gave his friend 4 of the games, we can subtract 4 from the initial number of games to find out how many he still has.

 9 - 4 = << 9 - 4 = 5 >> 5 

Therefore, Cody still has 5 video games.

#### 5"
1122,victor bought several boxes of books at a yard sale and ended up with number0 books total . if each box had number1 books how many boxes did he buy ?,"To find the number of boxes Victor bought, we can divide the total number of books by the number of books in each box.

Let's represent the number of boxes as ""x"".

We know that each box had 3 books, so the total number of books can be expressed as:

Total number of books = Number of boxes * Number of books per box

Since we are given that Victor ended up with 24 books in total, we can write the equation as:

24 = x * 3

To solve for x, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 3:

24/3 = (x * 3)/3

Simplifying further:

8 = x

Therefore, Victor bought 8 boxes of books.

#### 8"
1123,paul was packing up his old toys . he managed to squeeze number0 toys into a box . if paul filled up number1 boxes how many toys did he pack total ?,"To find the total number of toys Paul packed, we need to multiply the number of toys he packed in each box by the total number of boxes.

Given that Paul managed to squeeze 8 toys into a box and he filled up 4 boxes, we can calculate the total number of toys packed as follows:

 8 * 4 = << 8 * 4 = 32 >> 32 

Therefore, Paul packed a total of 32 toys.

#### 32"
1124,each table in a break room can seat number0 people . if the break room has number1 tables how many people can sit in there ?,"To find out how many people can sit in the break room, we need to multiply the number of tables by the seating capacity of each table.

Given that each table can seat 8 people and there are 4 tables, we can calculate the total seating capacity as follows:

 8 * 4 = << 8 * 4 = 32 >> 32 

Therefore, the break room can seat 32 people.

#### 32"
1125,adam could fit number0 action figures on each shelf in his room . his room has number1 shelves . how many action figures total could his shelves hold ?,"To find the total number of action figures that Adam's shelves could hold, we need to multiply the number of action figures that can fit on each shelf by the number of shelves.

The number of action figures that can fit on each shelf is given as 9, and the number of shelves is given as 3.

So, to find the total number of action figures, we can multiply these two numbers together:

9 * 3 = <<9 * 3 = 27>> 27

Therefore, Adam's shelves could hold a total of 27 action figures.

#### 27"
1126,billy was making ice using ice trays . each tray held number0 ice cubes . if he had number1 trays how many cubes could he make ?,"To find out how many ice cubes Billy could make using 8 trays, we need to multiply the number of ice cubes in each tray by the number of trays.

Given that each tray holds 9 ice cubes and Billy has 8 trays, we can calculate the total number of ice cubes as follows:

 9 * 8 = << 9 * 8 = 72 >> 72 

Therefore, Billy could make 72 ice cubes using 8 trays.

#### 72"
1127,for gwen 's birthday she received number0 dollars . if she spent number1 dollars . how much money did she still have ?,"To find out how much money Gwen still has after spending <<3, we need to subtract the amount she spent from the amount she received.

Given that Gwen received >>5 and spent <<3, we can represent this mathematically as:

>>5 - <<3

Now, let's calculate the difference:

>>5 - 3 = <<3 = >> 2

Therefore, Gwen still has <<2 left after spending >>3.

#### 2"
1128,emily was helping her mom pick apples from the tree in their front yard . together they picked number0 totals . if number1 of the apples were n't ripe yet how many good apples did they pick ?,"Let's denote the number of good apples picked by ""G"". We know that the total number of apples picked is 14. Since 6 of them were not ripe yet, we can subtract this number from the total to find the number of good apples.

 G = << G = 14 - 6 >> 14 - 6 

Calculating this expression:

 G = << G = 8 >> 8 

Therefore, Emily and her mom picked 8 good apples. 

#### 8"
1129,oliver bought number0 boxes of candy . later he bought number1 more boxes . how many boxes did he have totaled ?,"To find the total number of boxes Oliver had, we need to add the number of boxes he initially bought (8) to the number of boxes he bought later (6).

So, the calculation is:

 8 + 6 = << 8 + 6 = 14 >> 14 

#### 14"
1130,an architect built a house with number0 bedrooms total . if the second floor had number1 bedrooms . how many bedrooms does the first floor have ?,"Let's denote the number of bedrooms on the first floor as ""x"". We know that the total number of bedrooms in the house is 10. 

According to the given information, the second floor has 2 bedrooms. Therefore, we can set up an equation:

x + 2 = 10

To find the value of x, we need to isolate it on one side of the equation. We can do this by subtracting 2 from both sides:

x + 2 - 2 = 10 - 2

Simplifying, we have:

x = 8

Therefore, the first floor has 8 bedrooms.

#### 8"
1131,maria was placing her spare change into stacks . each stack had number0 coins . if she had number1 stacks how many coins did she have ?,"To find the total number of coins Maria had, we need to multiply the number of coins in each stack by the number of stacks she had.

Given that each stack had 3 coins and Maria had 5 stacks, we can calculate the total number of coins as follows:

 3 * 5 = << 3 * 5 = 15 >> 15 

Therefore, Maria had a total of 15 coins.

#### 15"
1132,a chef used number0 potatoes to make fries for the lunch crowd . later he used another number1 potatoes for the dinner crowd . how many potatoes did he use total ?,"To find the total number of potatoes used by the chef, we need to add the number of potatoes used for lunch and dinner.

The chef used 5 potatoes for lunch and 2 potatoes for dinner. To find the total, we can add these two quantities together:

5 + 2 = <<5 + 2 = 7>> 7

Therefore, the chef used a total of 7 potatoes.

#### 7"
1133,dave was making ice using ice trays . he originally had number0 ice cubes . but made number1 more cubes . how many ice cubes did he have totaled ?,"To find the total number of ice cubes Dave had, we need to add the number of original ice cubes he had (2) to the number of additional ice cubes he made (7).

So, the calculation is:

 2 + 7 = << 2 + 7 = 9 >> 9 

Therefore, Dave had a total of 9 ice cubes.

#### 9"
1134,vanessa bought number0 old cds at a garage sale . if number1 of the cds were scratched up how many good cds did she buy ?,"To find the number of good CDs that Vanessa bought, we need to subtract the number of scratched up CDs from the total number of CDs she bought.

Total number of CDs = 12
Number of scratched up CDs = 7

To find the number of good CDs:
Good CDs = Total number of CDs - Number of scratched up CDs

Substituting the given values:
Good CDs = 12 - 7

Calculating:
Good CDs = 5

#### 5"
1135,tiffany was buying sodas for her and her friends . they needed number0 sodas but tiffany bought number1 extra . how many did she buy ?,"Let's solve the problem step by step:

1. Tiffany needed 9 sodas.
2. Tiffany bought 7 extra sodas.
3. To find out how many sodas she bought in total, we can add the number of sodas she needed to the number of extra sodas she bought.

So, the calculation would be: 9 + 7 = <<9 + 7 = 16>> 16

Therefore, Tiffany bought 16 sodas in total.

#### 16"
1136,tiffany was sending out birthday invitations to her friends . she sent out number0 on monday and number1 on tuesday . how many did she send total ?,"To find the total number of invitations Tiffany sent, we need to add the number of invitations she sent on Monday and Tuesday.

On Monday, Tiffany sent out 9 invitations.
On Tuesday, Tiffany sent out 8 invitations.

To find the total number of invitations, we can add these two numbers together:

9 + 8 = <<9 + 8 = 17>> 17

Therefore, Tiffany sent a total of 17 invitations. 

#### 17"
1137,a delivery driver had to make number0 more stops on his route . at each stop he had to drop off number1 boxes . how many boxes does he have ?,"The delivery driver initially had some number of boxes before making the additional stops. Let's represent this unknown number of boxes as ""x"". 

At each stop, the driver dropped off 9 boxes. Since he made 3 more stops, he dropped off a total of 9 * 3 = 27 boxes.

To find out how many boxes the driver has now, we need to subtract the number of boxes he dropped off from the initial number of boxes. Therefore, the equation becomes:

x - 27 = ?

To solve for x, we can add 27 to both sides of the equation:

x - 27 + 27 = ? + 27
x = ?

Simplifying further, we have:

x = 27

So, the delivery driver initially had 27 boxes.

#### 27"
1138,faye was placing her pencils into rows with number0 pencils in each row . if she had number1 pencils how many rows could she make ?,"To find the number of rows Faye can make, we need to divide the total number of pencils she has by the number of pencils in each row.

Let's denote the total number of pencils as T>> and the number of pencils in each row as <<R>>. In this case, <<T = <<T>> and the number of pencils in each row as <<R>>. In this case, <<T = 32>> 32 and R = <<R = 8>> 8.

To find the number of rows, we can use the formula:

Number of rows = Total number of pencils / Number of pencils in each row

Substituting the given values:

Number of rows = 32 / 8

Now let's perform the calculation:

Number of rows = <<32 / 8>>

Simplifying the division:

Number of rows = <<4>>

Therefore, Faye can make 4 rows with her 32 pencils.

#### 4"
1139,paige sent out number0 birthday party invitations . if number1 people showed up how many people did n't come ?,"To find the number of people who didn't come to the birthday party, we need to subtract the number of people who showed up from the total number of invitations sent out.

Total invitations sent out = 15
Number of people who showed up = 9

To find the number of people who didn't come, we can subtract the number of people who showed up from the total invitations sent out:

Number of people who didn't come = Total invitations sent out - Number of people who showed up

Number of people who didn't come = 15 - 9

Calculating this expression:

Number of people who didn't come = <<15 - 9>>

Number of people who didn't come = <<6>>

#### 6"
1140,paul was reading through his favorite book series . each week he read number0 different books . how many books would he have read through after number1 weeks ?,"To find out how many books Paul would have read through after 5 weeks, we need to multiply the number of books he reads each week (4) by the number of weeks (5).

 4 * 5 = << 4 * 5 = 20 >> 20 

Therefore, Paul would have read through 20 books after 5 weeks.

#### 20"
1141,a chef had number0 potatoes to make fries with but he only used number1 of them . how many potatoes does he still have ?,"The chef initially had 5 potatoes. He used 3 of them to make fries. To find out how many potatoes he still has, we can subtract the number of potatoes used from the initial number of potatoes.

 5 - 3 = << 5 - 3 = 2 >> 2 

Therefore, the chef still has 2 potatoes.

#### 2"
1142,at the school halloween party number0 girls and number1 boys dressed as ghosts . how many people total dressed as a ghost ?,"To find the total number of people dressed as ghosts at the school Halloween party, we need to add the number of girls and boys dressed as ghosts.

Given:
Number of girls dressed as ghosts = 2
Number of boys dressed as ghosts = 9

To find the total number of people dressed as ghosts, we add the number of girls and boys:
Total = Number of girls + Number of boys

Substituting the given values:
Total = 2 + 9

Performing the addition:
Total = 11

Therefore, a total of 11 people dressed as ghosts at the school Halloween party.

#### 11"
1143,amy bought number0 pencils at the school store but she already had number1 pencils . how many pencils does she have totaled ?,"To find out how many pencils Amy has in total, we need to add the number of pencils she bought at the school store (7) to the number of pencils she already had (3).

So, the calculation would be:

 7 + 3 = << 7 + 3 = 10 >> 10 

Therefore, Amy has a total of 10 pencils.

#### 10"
1144,katie had number0 math problems for homework . if she finished number1 of them on the bus ride home how many more did she have to do ?,"To find out how many more math problems Katie had to do, we need to subtract the number of problems she finished from the total number of problems.

Total number of math problems = 9
Number of problems Katie finished = 5

To find the number of problems she has left, we can subtract the number of problems she finished from the total number of problems:

 9 - 5 = << 9 - 5 = 4 >> 4 

Therefore, Katie had 4 more math problems to do. 

#### 4"
1145,frank bought his family number0 pieces of chicken for dinner . if they only ate number1 how many pieces does he have left ?,"To find out how many pieces of chicken Frank has left, we need to subtract the number of pieces they ate from the total number of pieces he bought.

Let's represent the total number of pieces Frank bought as ""x"" and the number of pieces they ate as ""y"".

We are given that Frank bought 14 pieces of chicken for dinner, so we can set up the equation:

x = 14

We are also given that they only ate 7 pieces, so we can set up another equation:

y = 7

To find out how many pieces Frank has left, we need to subtract y from x:

x - y = 14 - 7

Simplifying the right side of the equation:

x - y = 7

Therefore, Frank has 7 pieces of chicken left.

#### 7"
1146,there are number0 different books in the 'crazy silly school ' series . if you read number1 of the books how many more do you still have to read ?,"To find out how many more books you still have to read, you need to subtract the number of books you have already read from the total number of books in the series.

Total number of books in the 'Crazy Silly School' series: 13
Number of books you have already read: 9

To calculate the number of books you still have to read, subtract the number of books you have already read from the total number of books in the series:

 13 - 9 = << 13 - 9 = 4 >> 4 

Therefore, you still have to read 4 more books in the 'Crazy Silly School' series.
#### 4"
