question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
at the baseball stadium the price for popcorn is number0 for number1 bags . if you wanted to buy number2 bags of popcorn how much would it cost ?,"[14,7,5,4]","[*,/,number0,number1,number2]","11,76","[4,9,10,11,12,13,19,20,21,26,27,28]",at the baseball stadium the price for popcorn is number0 for number1 bags . if you wanted to buy number2 bags of popcorn,how much would it cost ?,,[],2716,"To find out how much it would cost to buy 5 bags of popcorn at the baseball stadium, we can set up a proportion based on the given information: ""14 for 7 bags.""

Let's call the cost of 5 bags of popcorn ""C.""

$ 14 for 7 bags = C for 5 bags

To solve for C, we can cross-multiply:

7C = 14 * 5

Now, we can perform the multiplication on the right side:

7C = 70

To find the cost of 5 bags (C), we need to isolate C by dividing both sides of the equation by 7:

C = 70 / 7

Now, calculate C:

C = 10

So, 5 bags of popcorn would cost $10.

####10"
at a candy store you could get number0 giant lollipops for number1 . how much would it cost to buy number2 lollipops ?,"[2,2,4,6]","[*,/,number1,number0,number2]","7,2","[6,7,8,9,11,12,20,21,22]",at a candy store you could get number0 giant lollipops for number1 .,how much would it cost to buy number2 lollipops ?,,[],2717,"To find out how much it would cost to buy 4 lollipops when you can get 2 giant lollipops for 2, you can use a proportion. 

You know that 2 lollipops cost 2, so you can set up a proportion as follows:

$\frac{2 \text{lollipops}}{2} = \frac{4 \text{lollipops}}{x}$

Now, you can cross-multiply and solve for x:

$2x = 4 \times 2$

$2x = 8$

$x = 8/2$

$x = 4$

So, it would cost 4 to buy 4 lollipops.

####4"
an ice company charged number0 for number1 bags of ice . if a convenience store bought number2 bags of ice how much would it have cost them ?,"[1,46,2,4]","[*,/,number0,number1,number2]","2,92","[3,4,5,6,7,8,16,17,18,25,26,27]",an ice company charged number0 for number1 bags of ice . if a convenience store bought number2 bags of ice,how much would it have cost them ?,,[],2718,"To find out how much it would cost the convenience store to buy 2 bags of ice, we can set up a proportion based on the given information:

1 dollar corresponds to 46 bags of ice.

We can set up the proportion like this:

$1 / 46 bags = $x / 2 bags

Now, we need to solve for $x. To do this, we can cross-multiply:

$1 * 2 bags = $x * 46 bags

$2 = $46x

Now, we can solve for $x by dividing both sides by 46:

$2 / $46 = $x / $46

$x ≈ $0.0435

So, it would have cost the convenience store approximately $0.0435 to buy 2 bags of ice.

####0.0435"
a store had number0 packs of paper for number1 . how much would it cost if you were to buy number2 packs ?,"[3,3,87,6]","[*,/,number1,number0,number2]","7,74","[2,3,4,8,9,20,21,22]",a store had number0 packs of paper for number1 .,how much would it cost if you were to buy number2 packs ?,,[],2719,"To find out how much it would cost to buy 87 packs of paper, we can set up a simple proportion based on the cost of 3 packs. We know that 3 packs cost $3, so we can set up the following proportion:

$\frac{3}{3} = \frac{87}{x}$

Where:
- 3 is the cost of 3 packs.
- 3 is the number of packs.
- 87 is the number of packs we want to find the cost for.
- x is the cost of 87 packs.

Now, we can cross-multiply and solve for x:

$3x = 3 \cdot 87$

$3x = 261$

To isolate x, we can divide both sides by 3:

$\frac{3x}{3} = \frac{261}{3}$

$x = 87$

So, it would cost $87 to buy 87 packs of paper.

#### 87"
the book fair had a sale where number0 books were number1 . if you wanted to buy number2 books how much money would you need ?,"[3,18,72,6]","[*,/,number1,number0,number2]","37,44","[4,6,7,8,10,11,17,18,19,23,24,25]",the book fair had a sale where number0 books were number1 . if you wanted to buy number2 books,how much money would you need ?,,[],2720,"To find out how much money you would need to buy 72 books at the same price as the sale where 3 books were $18, we can set up a proportion:

Let's denote the cost of 72 books as $X.

The proportion is:

$\frac{3}{18} = \frac{72}{X}$

Now, we can solve for X:

$3 \cdot X = 18 \cdot 72$

$3X = 1296$

To isolate X, divide both sides by 3:

$X = \frac{1296}{3}$

$X = 432$

So, you would need $432 to buy 72 books.

####432"
a pet store was selling mice number0 for number1 . if they ended up selling number2 mice how much money would they have earned ?,"[2,5,34,7]","[*,/,number1,number0,number2]","18,69","[4,5,6,7,8,9,15,16,17,22,23,24]",a pet store was selling mice number0 for number1 . if they ended up selling number2 mice,how much money would they have earned ?,,[],2721,"To find out how much money the pet store would have earned by selling 34 mice at a rate of 2 for $5, we can calculate the cost of each mouse and then multiply it by the total number of mice sold.

Step 1: Calculate the cost of each mouse.
Each mouse costs $5 for 2 mice, so the cost per mouse is:
$5 / 2 = $2.50

Step 2: Calculate the total earnings by multiplying the cost per mouse by the number of mice sold.
Total earnings = Cost per mouse × Number of mice sold
Total earnings = $2.50 × 34

Now, let's calculate the total earnings:
$2.50 × 34 = $85

So, the pet store would have earned $85 by selling 34 mice at a rate of 2 for $5.

####85"
at a farming supply store number0 pounds of seed cost number1 . if a farmer needed number2 pounds of seeds how much would it cost him ?,"[2,44,68,6]","[*,/,number1,number0,number2]","134,04","[3,4,5,6,10,11,16,17,18,24,25,26]",at a farming supply store number0 pounds of seed cost number1 . if a farmer needed number2 pounds of seeds,how much would it cost him ?,,[],2722,"To find out how much it would cost the farmer to purchase 68 pounds of seeds, we need to calculate the cost per pound of seeds and then multiply it by the number of pounds needed.

Given:
- 2 pounds of seeds cost $44

First, let's calculate the cost per pound of seeds:
Cost per pound = Total cost / Number of pounds
Cost per pound = $44 / 2 pounds

Now, we can calculate the cost of 1 pound of seeds:
Cost per pound = $22

Finally, we can find the cost of 68 pounds of seeds by multiplying the cost per pound by the number of pounds needed:
Cost for 68 pounds = Cost per pound × 68 pounds

Now, let's calculate the final cost:
Cost for 68 pounds = $22 × 68 pounds

Now, perform the multiplication:
Cost for 68 pounds = $1496

So, it would cost the farmer $1496 to purchase 68 pounds of seeds.
####1496"
a shoe store was having a back to school sale where you could buy number0 pairs of shoes for number1 . if a large family decided to buy number2 pairs of shoes how much would it cost them ?,"[2,23,1,7]","[*,/,number1,number0,number2]","80,85","[36,37,6,38,13,14,15,19,20,28,29,30]",a shoe store was having a back to school sale where you could buy number0 pairs of shoes for number1 . if a large family decided to buy number2 pairs of shoes,how much would it cost them ?,,[],2723,"In the given scenario, you can buy 2 pairs of shoes for $23. To find out how much it would cost for 1 pair of shoes, we need to divide the total cost by the number of pairs. 

So, $23 divided by 2 pairs of shoes equals:

$23 / 2 = $11.50

Therefore, if a large family decided to buy 1 pair of shoes, it would cost them $11.50.

#### 11.50"
at the store beef jerky was number0 for number1 pounds . if you bought number2 pounds how much would it cost ?,"[34,23,3,7]","[*,/,number0,number1,number2]","79,87","[2,6,7,8,9,10,14,15,16,19,20,21]",at the store beef jerky was number0 for number1 pounds . if you bought number2 pounds,how much would it cost ?,,[],2724,"To find out how much it would cost to buy 3 pounds of beef jerky when it costs 34 dollars for 23 pounds, you can set up a proportion to solve this problem.

The proportion can be written as:

$ \frac{34}{23} = \frac{C}{3} $

Here, C represents the cost of 3 pounds of beef jerky.

Now, to find C, you can cross-multiply and then solve for C:

$ 34 \cdot 3 = 23 \cdot C $

$ 102 = 23 \cdot C $

Now, divide both sides by 23 to find the cost of 3 pounds of beef jerky:

$ C = \frac{102}{23} $

So, the cost of 3 pounds of beef jerky is:

$ C = 4.43 $

Therefore, it would cost $4.43 for 3 pounds of beef jerky.

####4.43"
at the produce store you can buy number0 bags of bananas for number1 . how much would it cost if you were to buy number2 bags ?,"[2,12,46,6]","[*,/,number1,number0,number2]","37,38","[6,7,8,9,12,13,24,25,26]",at the produce store you can buy number0 bags of bananas for number1 .,how much would it cost if you were to buy number2 bags ?,,[],2725,"To find the cost of buying 46 bags of bananas, we can set up a proportion based on the information given:

2 bags of bananas cost $12

We can represent this as a ratio:

$\dfrac{2}{12}$

Now, we can use this ratio to find the cost of 46 bags:

$\dfrac{2}{12} = \dfrac{46}{x}$

To solve for $x$ (the cost of 46 bags), we can cross-multiply:

$2 \cdot x = 12 \cdot 46$

Now, let's calculate the right side:

$2x = 552$

To solve for $x$, we can divide both sides by 2:

$\dfrac{2x}{2} = \dfrac{552}{2}$

$x = 276$

So, the cost of buying 46 bags of bananas is $276.

#### 276"
a mailman has to give number0 pieces of junk mail to each block . if there are number1 houses on a block how many pieces of junk mail should he give each house ?,"[28,4]","[/,number0,number1]",7,"[32,2,4,5,6,9,11,16,17,18,30,31]",a mailman has to give number0 pieces of junk mail to each block . if there are number1 houses on a block,how many pieces of junk mail should he give each house ?,,[],2726,"To find out how many pieces of junk mail the mailman should give to each house, we can set up a proportion.

Let:
- \(x\) be the number of pieces of junk mail each house should receive.
- 28 be the number of pieces of junk mail given to each block.
- 4 be the number of houses on a block.

We can set up the proportion as follows:

\(\frac{x}{1}\) (pieces of mail per house) = \(\frac{28}{4}\) (pieces of mail per block)

Now, let's solve for \(x\):

\(\frac{x}{1} = \frac{28}{4}\)

To solve for \(x\), we can cross-multiply:

\(x \cdot 4 = 28 \cdot 1\)

\(4x = 28\)

Now, divide both sides by 4 to isolate \(x\):

\(x = \frac{28}{4}\)

Simplify the right side:

\(x = 7\)

So, the mailman should give each house 7 pieces of junk mail.

#### 7"
cody had number0 old video games he wanted to get rid of . if he gave his friend number1 of the games how many does he still have ?,"[9,4]","[-,number0,number1]",5,"[1,2,3,5,17,18,19,25,26,27]",cody had number0 old video games he wanted to get rid of . if he gave his friend number1 of the games,how many does he still have ?,,[],2733,"To find out how many video games Cody still has after giving 4 of them to his friend, you can simply subtract 4 from the initial number of games he had, which is 9.

$9 - 4 = 5$

So, Cody still has 5 video games.####5"
victor bought several boxes of books at a yard sale and ended up with number0 books total . if each box had number1 books how many boxes did he buy ?,"[24,3]","[/,number0,number1]",8,"[3,13,14,15,16,19,21,22,23,27,28,29]",victor bought several boxes of books at a yard sale and ended up with number0 books total . if each box had number1 books,how many boxes did he buy ?,,[],2734,"Victor ended up with a total of 24 books, and each box contained 3 books.

To find out how many boxes Victor bought, we can set up a division equation:

$ \text{Total number of books} \div \text{Books per box} = \text{Number of boxes} $

Substituting the given values:

$ 24 \div 3 = #### $

Performing the calculation:

$ 24 \div 3 = 8 $

So, Victor bought 8 boxes of books."
paul was packing up his old toys . he managed to squeeze number0 toys into a box . if paul filled up number1 boxes how many toys did he pack total ?,"[8,4]","[*,number0,number1]",32,"[2,3,5,7,11,12,13,21,22,23,28,29,30]",paul was packing up his old toys . he managed to squeeze number0 toys into a box . if paul filled up number1 boxes,how many toys did he pack total ?,,[],2735,"To find the total number of toys that Paul packed, we can start by determining how many toys he packed in one box and then multiply that by the number of boxes he filled. In this case, he packed 8 toys in each box, and he filled up 4 boxes.

$8 \text{ toys/box} \times 4 \text{ boxes} = 32 \text{ toys}$

So, Paul packed a total of 32 toys.
####
32"
for gwen 's birthday she received number0 dollars . if she spent number1 dollars . how much money did she still have ?,"[5,3]","[-,number0,number1]",2,"[2,5,6,7,11,12,13,19,20,21]",for gwen 's birthday she received number0 dollars . if she spent number1 dollars .,how much money did she still have ?,,[],2742,"To find out how much money Gwen still has, we start with the amount she received and subtract the amount she spent.

Gwen received \(5\) dollars.
She spent \(3\) dollars.

To find out how much money she still has, we subtract the amount she spent (\(3\)) from the amount she received (\(5\)):

\[
\$5 - \$3 = \$2
\]

####

\(2\)"
tom read number0 chapters of a book . if each chapter was number1 pages how many pages did he read ?,"[3,8]","[*,number0,number1]",24,"[1,2,3,7,9,11,12,13,17,18,19]",tom read number0 chapters of a book . if each chapter was number1 pages,how many pages did he read ?,,[],2755,Tom read
jerry is helping to put away books . if he has number0 books to put away and each shelf can hold number1 books how many shelves will he need ?,"[12,4]","[/,number0,number1]",3,"[2,4,10,11,12,17,20,21,22,26,27,28]",jerry is helping to put away books . if he has number0 books to put away and each shelf can hold number1 books,how many shelves will he need ?,,[],2762,"To find out how many shelves Jerry needs for the 12 books, we can divide the total number of books by the number of books each shelf can hold.

$ 12 \, \text{books} \, \div 4 \, \text{books per shelf} $

$ 12 \div 4 = 3 $

Jerry will need 3 shelves to put away the 12 books.

#### 3 shelves"
a delivery driver had to make number0 more stops on his route . at each stop he had to drop off number1 boxes . how many boxes does he have ?,"[3,9]","[*,number0,number1]",27,"[1,5,6,7,8,14,19,20,21,22,27,28,29]",a delivery driver had to make number0 more stops on his route . at each stop he had to drop off number1 boxes .,how many boxes does he have ?,,[],2769,"To find out how many boxes the delivery driver has, we can start by calculating the total number of boxes he had before making the additional stops and then adding the boxes he had to drop off at the new stops.

1. Initially, the delivery driver had some number of boxes (let's call it ""B"").

2. At each stop, he had to drop off 9 boxes.

3. He had to make 3 more stops, so we need to add the boxes dropped off at these stops. This is 3 stops multiplied by 9 boxes per stop, which is $3 \times 9$.

4. To find the total number of boxes he has now, we can add the boxes he initially had to the boxes dropped off at the new stops:
   Total boxes = Initial boxes + Boxes from new stops = B + $3 \times 9$.

Now, we can calculate the total number of boxes:

Total boxes = B + $3 \times 9$

####

Now, the answer without any symbols or words:
$B + 3 \times 9$"
olivia 's dad took her and some friends out to eat for her birthday . if each meal costs number0 dollars and her dad paid for number1 meals how much did he spend ?,"[7,3]","[*,number0,number1]",21,"[32,3,16,18,19,20,25,26,27,30,31]",olivia 's dad took her and some friends out to eat for her birthday . if each meal costs number0 dollars and her dad paid for number1 meals,how much did he spend ?,,[],2781,"To calculate how much Olivia's dad spent on the meals, we can simply multiply the cost of one meal by the number of meals he paid for.

The cost of one meal is $7, and Olivia's dad paid for 3 meals. To find the total cost, we can use the following calculation:

$7 * 3 = 21

So, Olivia's dad spent $21 on the meals for Olivia and her friends.

#### 21"
lana had number0 extra nickels . if she put them into stacks with number1 in each stack how many stacks could she make ?,"[72,8]","[/,number0,number1]",9,"[1,2,3,4,12,13,14,15,20,21,22]",lana had number0 extra nickels . if she put them into stacks with number1 in each stack,how many stacks could she make ?,,[],2797,"To determine how many stacks Lana can make with the 72 extra nickels, we need to divide the total number of nickels (72) by the number of nickels in each stack (8).

$72 \, \text{nickels} \div 8 \, \text{nickels per stack} = 9 \, \text{stacks}$

So, Lana can make 9 stacks with the 72 extra nickels.

####9####"
billy bought number0 boxes of candy with each box having number1 pieces inside of it . how many pieces of candy did he have totaled ?,"[7,3]","[*,number0,number1]",21,"[1,2,3,7,8,9,10,11,22,23,24]",billy bought number0 boxes of candy with each box having number1 pieces inside of it .,how many pieces of candy did he have totaled ?,,[],2800,"To find the total number of pieces of candy, we can multiply the number of boxes by the number of pieces in each box.

Let's use the following calculation:

$ 7 \times 3 = 21 $

####
The total number of pieces of candy Billy had is 21."
olivia was buying dvds of her favorite tv series . each season had number0 dvds . if she bought number1 seasons how many dvds did she buy total ?,"[8,5]","[*,number0,number1]",40,"[2,6,10,12,13,14,18,19,20,25,26,27]",olivia was buying dvds of her favorite tv series . each season had number0 dvds . if she bought number1 seasons,how many dvds did she buy total ?,,[],2804,"To find out how many DVDs Olivia bought in total, we need to multiply the number of seasons by the number of DVDs in each season. 

Olivia bought 5 seasons, and each season had 8 DVDs. So, to find the total number of DVDs, we can use multiplication:

$5 \times 8 = 40$

So, Olivia bought a total of 40 DVDs.####40"
oliver won number0 tickets playing games at the arcade . if he spent number1 tickets buying a water gun how many tickets did he still have ?,"[11,5]","[-,number0,number1]",6,"[1,2,3,10,12,13,14,15,23,24,25]",oliver won number0 tickets playing games at the arcade . if he spent number1 tickets buying a water gun,how many tickets did he still have ?,,[],2807,"Oliver won 11 tickets and spent 5 tickets on a water gun. To find out how many tickets he has left, we simply subtract the tickets he spent from the tickets he won:

$11 - 5 = 6$.

So, Oliver still has 6 tickets left.
####
"
haley collected number0 cans for recycling . if she put number1 cans in number2 bag how many cans did she have left ?,"[9,7,1]","[-,number0,number1]",2,"[1,2,3,9,10,11,12,13,14,19,20,21]",haley collected number0 cans for recycling . if she put number1 cans in number2 bag,how many cans did she have left ?,,[],2823,"Let's solve the problem step by step.

1. To determine how many bags Haley can fill with the cans she collected, we divide the total number of cans she collected by the number of cans per bag.

$ 9 \div 7 = 1 $ remainder 2.

This means Haley can fill 1 full bag with 7 cans and she will have a remainder of 2 cans.

2. The number of cans Haley has left after filling 1 bag is equal to the remainder:

$ 9 - 7 = 2 $

#### 2

So, Haley had 2 cans left."
isabel received number0 dollars for her birthday . later she found some toys that cost number1 dollars each . how many of the toys could she buy ?,"[14,2]","[/,number0,number1]",7,"[1,2,3,6,14,15,16,17,24,25,26]",isabel received number0 dollars for her birthday . later she found some toys that cost number1 dollars each .,how many of the toys could she buy ?,,[],2829,"Isabel received $14 for her birthday, and she wants to buy toys that cost $2 each. To find out how many toys she can buy, we need to divide the total amount of money she has by the cost of each toy.

$14 ÷ $2 = 7

So, Isabel can buy 7 toys with her $14.

#### 7"
a designer was buying furniture for her new house . she bought number0 chairs for the living room and number1 for her kitchen . how many chairs did she buy total ?,"[3,6]","[+,number0,number1]",9,"[1,5,11,12,13,18,19,20,28,29,30]",a designer was buying furniture for her new house . she bought number0 chairs for the living room and number1 for her kitchen .,how many chairs did she buy total ?,,[],2837,"To find out how many chairs the designer bought in total, we need to add the number of chairs she bought for the living room and the number of chairs she bought for her kitchen.

Number of chairs for the living room = \( 3 \)
Number of chairs for the kitchen = \( 6 \)

Total number of chairs = \( 3 + 6 = 9 \)

#### 9
"
a pet store had number0 snakes . they had the snakes in cages with number1 snakes in each cage . how many cages did the pet store have ?,"[4,2]","[/,number0,number1]",2,"[1,3,4,5,13,14,15,17,25,26,27]",a pet store had number0 snakes . they had the snakes in cages with number1 snakes in each cage .,how many cages did the pet store have ?,,[],2838,"Alright, let's break this down step by step:

1. The pet store had 4 snakes.
2. They put 2 snakes in each cage.

To find out how many cages they needed, we can use division. We'll divide the total number of snakes by the number of snakes in each cage:

$ 4 \div 2 = 2 $

So, the pet store needed 2 cages.

#### The pet store needed 2 cages."
paige raised number0 goldfish in the pond but stray cats loved eating them . now she has number1 left . how many goldfish disappeared ?,"[15,4]","[-,number0,number1]",11,"[1,2,3,16,17,18,21,22,23]",paige raised number0 goldfish in the pond but stray cats loved eating them . now she has number1 left .,how many goldfish disappeared ?,,[],2844,"Paige started with 15 goldfish and now has 4 left. To find out how many goldfish disappeared, we can subtract the remaining goldfish from the initial amount.

$15 - 4 = 11$
####
"
frank had number0 . after buying some new toys he had number1 left . how much did he spend on toys ?,"[16,8]","[-,number0,number1]",8,"[1,2,3,11,12,13,14,20,21,22]",frank had number0 . after buying some new toys he had number1 left .,how much did he spend on toys ?,,[],2848,"Let's denote the amount Frank spent on toys as \(x\). According to the information provided:

Initially, Frank had 16 dollars. After buying toys worth \(x\) dollars, he had 8 dollars left.

So, the equation representing the situation is:

\[16 - x = 8\]

Now, we can solve for \(x\):

\[16 - 8 = x\]

\[8 = x\]

Hence, Frank spent 8 dollars on toys.

####
8"
at the fair megan had number0 to spend . she spent number1 on rides . how much money does she have left ?,"[17,6]","[-,number0,number1]",11,"[1,4,5,6,7,12,13,14,21,22,23]",at the fair megan had number0 to spend . she spent number1 on rides .,how much money does she have left ?,,[],2850,"Megan started with $17 and spent $6 on rides.

To find out how much money she has left, you can subtract the amount she spent from the amount she started with:

$17 - $6 = $11

#### 11"
the book fair sold number0 posters . now they have number1 posters left . how many posters did they have to begin with ?,"[4,2]","[+,number0,number1]",6,"[1,2,3,4,5,7,9,10,11,20,21,22]",the book fair sold number0 posters . now they have number1 posters left .,how many posters did they have to begin with ?,,[],2853,"To solve this problem, we need to find the total number of posters the book fair had to begin with. 

They sold 4 posters and now have 2 left. To find out how many they had originally, we need to add the posters they sold to the posters they have left:

$ 4 \text{ posters sold} + 2 \text{ posters left} = 6 \text{ posters in total}$.

#### 6
"
jerry had number0 . he spent number1 on new video games . how much money does he have now ?,"[18,6]","[-,number0,number1]",12,"[1,2,3,6,7,8,9,18,19,20]",jerry had number0 . he spent number1 on new video games .,how much money does he have now ?,,[],2856,"Jerry started with $18. He spent $6 on new video games, so to find out how much money he has left, we need to subtract $6 from his initial amount.

$18 - $6 = $12

Jerry now has $12.

####12"
maria took number0 fish out of her fish tank . now there are number1 fish in the tank . how many fish were in the tank to start with ?,"[16,3]","[+,number0,number1]",19,"[1,2,3,6,12,13,14,26,27,28]",maria took number0 fish out of her fish tank . now there are number1 fish in the tank .,how many fish were in the tank to start with ?,,[],2862,"Maria took 16 fish out of her fish tank, and now there are 3 fish left in the tank. To find out how many fish were in the tank to start with, we can subtract the 3 remaining fish from the 16 fish she took out.

$16 - 3 = 13$

So, there were originally 13 fish in the tank to start with.

#### 13"
a chef used number0 apples to make a pie . now he has number1 apples left . how many apples did he have before he made the pie ?,"[15,4]","[+,number0,number1]",19,"[1,2,3,4,5,12,13,14,25,26,27]",a chef used number0 apples to make a pie . now he has number1 apples left .,how many apples did he have before he made the pie ?,,[],2866,"The chef used 15 apples to make a pie and now has 4 apples left. To find out how many apples he had before making the pie, we can set up a simple subtraction:

$ \text{Initial number of apples} - \text{Apples used for pie} = \text{Apples left} $

Let's use this equation to solve the problem:

$ \text{Initial number of apples} - 15 = 4 $

Now, we can isolate the ""Initial number of apples"" by adding 15 to both sides of the equation:

$ \text{Initial number of apples} = 4 + 15 $

Performing the addition:

$ \text{Initial number of apples} = 19 $

So, the chef initially had 19 apples before making the pie.
####
19"
a package had number0 cookies in it . after eating some there were number1 left . how many were eaten ?,"[18,9]","[-,number0,number1]",9,"[2,3,4,12,13,14,17,18,19]",a package had number0 cookies in it . after eating some there were number1 left .,how many were eaten ?,,[],2873,"To find out how many cookies were eaten, we can set up a simple equation. Let's call the number of cookies eaten ""x.""

The total number of cookies in the package was 18, and after eating some, there were 9 left. So, we can express this as an equation:

18 (initial total) - x (cookies eaten) = 9 (leftover cookies)

Now, let's solve for x:

18 - x = 9

To isolate x, we can subtract 18 from both sides of the equation:

- x = 9 - 18

Now, calculate the right side of the equation:

- x = -9

To find the number of cookies eaten, we need to make the value of x positive. Since it represents cookies eaten, we can take the absolute value of -9 to get the number of cookies eaten:

|-9| = 9

So, 9 cookies were eaten.

#### 9"
rachel took number0 dollars from her piggy bank . now she has number1 dollars in her piggy bank . how much money was originally in there ?,"[2,3]","[+,number0,number1]",5,"[1,2,3,11,12,13,23,24,25]",rachel took number0 dollars from her piggy bank . now she has number1 dollars in her piggy bank .,how much money was originally in there ?,,[],2876,"Let's break down the problem step by step:

1. Rachel took 2 dollars from her piggy bank.
2. After taking 2 dollars, she now has 3 dollars left in her piggy bank.

To find out how much money was originally in her piggy bank, we need to determine the amount she had before taking the 2 dollars. We can do this by subtracting the 2 dollars she took from the 3 dollars she has now.

$3 - 2 = 1$

So, Rachel originally had 1 dollar in her piggy bank.

#### 1"
ned gave away number0 of his video games to a friend . now ned has number1 games . how many games did ned have before he gave the games away ?,"[13,6]","[+,number0,number1]",19,"[1,2,3,4,5,8,14,15,16,27,28,29]",ned gave away number0 of his video games to a friend . now ned has number1 games .,how many games did ned have before he gave the games away ?,,[],2877,"Let's solve this problem step by step.

Ned originally had some video games, and he gave away 13 of them to a friend. After giving away those games, he now has 6 games left.

To find out how many games Ned originally had, we can set up an equation:

Original number of games - 13 (games given away) = 6 (games left)

We need to solve for the ""Original number of games.""

Original number of games - 13 = 6

Now, to isolate the ""Original number of games"" on one side of the equation, we can add 13 to both sides:

Original number of games - 13 + 13 = 6 + 13

This simplifies to:

Original number of games = 19

So, Ned originally had 19 video games before giving 13 of them away.

####19"
when amy got to the fair she had number0 . when she left she had number1 . how much money did she spend at the fair ?,"[15,11]","[-,number0,number1]",4,"[7,8,9,15,16,17,25,26,27]",when amy got to the fair she had number0 . when she left she had number1 .,how much money did she spend at the fair ?,,[],2899,"To find out how much money Amy spent at the fair, we can subtract the amount of money she had when she left from the amount she had when she got there. 

$15 - 11 = 4$

Amy spent $4 at the fair.
####
4"
at the arcade dave spent number0 tickets on stuffed tiger . then he had number1 left . how many tickets did dave have to start with ?,"[43,55]","[+,number0,number1]",98,"[1,2,4,5,6,7,13,14,15,23,24,25]",at the arcade dave spent number0 tickets on stuffed tiger . then he had number1 left .,how many tickets did dave have to start with ?,,[],2903,"To find out how many tickets Dave had to start with, we can set up an equation. Dave spent 43 tickets on a stuffed tiger and had 55 tickets left. We can represent this situation as an equation:

Dave's initial number of tickets - 43 (spent on the stuffed tiger) = 55 (left after spending).

Let's use the symbol $ to denote Dave's initial number of tickets. The equation becomes:

$ - 43 = 55

To solve for $, we need to isolate it on one side of the equation. We can do this by adding 43 to both sides:

$ - 43 + 43 = 55 + 43

This simplifies to:

$ = 98

So, Dave initially had 98 tickets.

#### 98"
adam needed to climb number0 stair steps to reach the rooftop . he already climbed number1 . how many stair steps do left for adam to climb now ?,"[96,74]","[-,number0,number1]",22,"[1,3,4,5,6,14,15,25,26,27]",adam needed to climb number0 stair steps to reach the rooftop . he already climbed number1 .,how many stair steps do left for adam to climb now ?,,[],2915," ```
adam needed to climb 96 stair steps to reach the rooftop . he already climbed 74 . how many stair steps do left for adam to climb now ?
```

To solve this math problem, I will break it down step-by-step:

$adam$ needed to climb $96$ stair steps to reach the rooftop.
$he$ already climbed $74$ stair steps. 

I need to find out how many stair steps $adam$ has left to climb.

To calculate this, I will subtract the number of steps $adam$ has already climbed from the total number of steps:

$96 - 74 = 22$

####22####

So $adam$ has $22$ stair steps left to climb."
at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left . how many tickets did the yoyo cost ?,"[48,32]","[-,number0,number1]",16,"[1,5,6,7,14,15,16,23,24,25]",at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left .,how many tickets did the yoyo cost ?,,[],2919," 
####$16$

Billy had won 48 tickets initially. After buying a yoyo, he had 32 tickets left. 
To find how many tickets the yoyo cost, we subtract the number of tickets he had left from the number of tickets he started with:

$48 - 32 = 16$

Therefore, the yoyo cost 16 tickets."
for a party adam bought number0 cupcakes . if number1 were eaten how many cupcakes would adam have left ?,"[97,58]","[-,number0,number1]",39,"[4,5,6,8,9,10,16,17,18]",for a party adam bought number0 cupcakes . if number1 were eaten,how many cupcakes would adam have left ?,,[],2920,"  ####39
$97$ cupcakes were bought by Adam for the party.
$58$ cupcakes were eaten.
To find how many cupcakes Adam has left, we subtract the cupcakes eaten from the total bought:
$97 - 58 = 39$
Therefore, $39$ cupcakes would be left."
gwen prepared number0 books to sell in the flea market . after the activity ended she had number1 books left . how many did she sell ?,"[98,96]","[-,number0,number1]",2,"[1,2,3,5,16,17,18,23,24,25]",gwen prepared number0 books to sell in the flea market . after the activity ended she had number1 books left .,how many did she sell ?,,[],2927," ####$2$

Gwen prepared $98$ books to sell. After the activity ended, she had $96$ books left.

To find out how many books she sold, we subtract the number of books left from the total number of books she started with:

$98 - 96 = 2$

So, Gwen sold $2$ books."
a chef had number0 cherries . if he used number1 of them to make a pie how many cherries would he still have ?,"[77,60]","[-,number0,number1]",17,"[2,3,4,8,9,10,11,16,20,21,22]",a chef had number0 cherries . if he used number1 of them to make a pie,how many cherries would he still have ?,,[],2929," 
####$77-60=17$

The question states that the chef had 77 cherries and used 60 of them to make a pie. To determine how many cherries he would have left, we subtract the 60 cherries used from the total of 77 cherries.

$77-60=17$

So the chef would have 17 cherries remaining after using 60 to make the pie."
carol had number0 pieces of paper in her folder . after a week she had number1 left . how many pieces did she use in the week ?,"[81,38]","[-,number0,number1]",43,"[1,2,3,4,5,14,15,16,24,25,26]",carol had number0 pieces of paper in her folder . after a week she had number1 left .,how many pieces did she use in the week ?,,[],2930," #### $81 - 38 = 43$

Carol had $81$ pieces of paper in her folder initially. After a week, she had $38$ pieces left.

To calculate how many pieces she used in the week, we subtract the number of pieces left from the number of pieces she started with:

$81 - 38 = 43$

Therefore, Carol used $43$ pieces of paper in the week."
