question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
ralph has a photo album with number0 pages . he has number1 pictures of wild animals . ralph 's friend derrick has number2 pictures of wild animals . how many fewer pictures of wild animals does ralph have ?,"[50,26,34]","[-,number2,number1]",8,"[1,2,35,4,5,6,7,36,9,10,11,12,37,21,22,23]",ralph has a photo album with number0 pages . he has number1 pictures of wild animals . ralph 's friend derrick has number2 pictures of wild animals .,how many fewer pictures of wild animals does ralph have ?,,[],2520,"To find out how many fewer pictures of wild animals Ralph has compared to Derrick, we need to subtract the number of pictures Ralph has from the number of pictures Derrick has.

Ralph has 26 pictures of wild animals and Derrick has 34 pictures of wild animals.

Therefore, to find out how many fewer pictures Ralph has, we subtract 26 from 34.

34 - 26 = 8

Ralph has 8 fewer pictures of wild animals than Derrick.

####8"
billy can play number0 songs in his music book . he knows the names of number1 different guitar chords . billy 's music book has number2 songs in it . how many songs does billy still need to learn ?,"[24,18,52]","[-,number2,number0]",28,"[1,2,3,4,36,6,37,38,14,15,16,18,24,25,26]",billy can play number0 songs in his music book . he knows the names of number1 different guitar chords . billy 's music book has number2 songs in it .,how many songs does billy still need to learn ?,,[],2523,"To find out how many songs Billy still needs to learn, we need to subtract the number of songs he already knows from the total number of songs in his music book.

The number of songs Billy already knows is given as 18.

The total number of songs in Billy's music book is given as 52.

To find the number of songs Billy still needs to learn, we can subtract the number of songs he already knows from the total number of songs in his music book.

$ 52 - 18 = 34 $

Therefore, Billy still needs to learn 34 songs.

#### 34"
there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . how many questions did steve leave blank ?,"[45,17,28,38]","[-,number0,number3]",7,"[1,2,3,34,5,35,36,9,10,12,15,16,21,26,27,28]",there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,how many questions did steve leave blank ?,,[],2525,"To find out how many questions Steve left blank, we need to subtract the number of questions he answered from the total number of questions on the math test.

Total number of questions on the math test = 45
Number of questions Steve answered = 38

To find the number of questions Steve left blank, we can subtract the number of questions he answered from the total number of questions on the math test:

45 - 38 = 7

Therefore, Steve left 7 questions blank.

####7"
jake read number0 pages of his new book . it has number1 chapters and number2 pages . jake read number3 more pages later that day . how many pages has he read in all ?,"[37,8,95,25]","[+,number0,number3]",62,"[32,1,2,3,33,5,10,11,12,13,14,15,18,19,20,21,31]",jake read number0 pages of his new book . it has number1 chapters and number2 pages . jake read number3 more pages later that day .,how many pages has he read in all ?,,[],2527,"To find the total number of pages Jake has read, we need to add the number of pages he initially read to the number of pages he read later that day.

Jake initially read 37 pages of his new book, which has a total of 95 pages. So, we can represent this as $37 + 95$.

Jake also read 25 more pages later that day. So, we need to add this to the previous sum. We can represent this as $(37 + 95) + 25$.

Calculating this expression, we have $(37 + 95) + 25 = 132 + 25$.

Performing the addition, we get $157$.

Therefore, Jake has read 157 pages in total.

####"
adam has number0 marbles in his collection . mary has number1 fewer marbles than adam . greg has number2 more marbles than adam . how many marbles does greg have ?,"[29,11,14]","[+,number0,number2]",43,"[1,2,3,5,9,10,11,12,17,18,19,20,27,28,29]",adam has number0 marbles in his collection . mary has number1 fewer marbles than adam . greg has number2 more marbles than adam .,how many marbles does greg have ?,,[],2528,"Let's solve this problem step by step.

Adam has 29 marbles in his collection.
Mary has 11 fewer marbles than Adam, which means Mary has 29 - 11 = 18 marbles.

Greg has 14 more marbles than Adam, so we need to add 14 to Adam's number of marbles.
Greg has 29 + 14 = 43 marbles.

Therefore, Greg has 43 marbles.

#### 43"
zoe is on vacation . she has already taken number0 pictures . she has enough film left to take number1 more pictures . zoe took number2 more pictures at the dolphin show . how many pictures has zoe taken altogether ?,"[28,32,16]","[+,number0,number2]",44,"[1,3,5,6,37,8,9,10,38,39,18,19,20,21,24,25,26,27]",zoe is on vacation . she has already taken number0 pictures . she has enough film left to take number1 more pictures . zoe took number2 more pictures at the dolphin show .,how many pictures has zoe taken altogether ?,,[],2529,"Zoe has already taken 28 pictures and she has enough film left to take 32 more pictures. This means she has a total of 28 + 32 = 60 pictures available to take.

Zoe then took 16 more pictures at the dolphin show. To find out how many pictures Zoe has taken altogether, we need to add the number of pictures she had before the dolphin show (60) to the number of pictures she took at the dolphin show (16).

So Zoe has taken a total of 60 + 16 = 76 pictures altogether.

#### Answer: 76"
dora is having her number0 birthday party next saurday . she invited number1 people . her mom ordered number2 sandwiches . number3 people can not come to the party . how many people will be at dora 's party ?,"[10,64,36,16]","[-,number1,number3]",48,"[1,2,3,4,5,6,36,8,37,38,11,12,13,17,18,19,21,22]",dora is having her number0 birthday party next saurday . she invited number1 people . her mom ordered number2 sandwiches . number3 people can not come to the party .,how many people will be at dora 's party ?,,[],2532,"To find the number of people who will be at Dora's party, we need to subtract the number of people who can't come from the total number of invited people.

The total number of invited people is 64.

The number of people who can't come is 16.

To find the number of people who will be at the party, we subtract the number of people who can't come from the total number of invited people:

64 - 16 = 48

Therefore, there will be 48 people at Dora's party. 

####48"
there are number0 pretzels in a bowl . john ate number1 pretzels . alan ate number2 fewer pretzels than john . marcus ate number3 more pretzels than john . how many pretzels did marcus eat ?,"[95,28,9,12]","[+,number1,number3]",40,"[32,1,2,3,33,5,34,9,10,11,14,15,16,17,22,23,24,25]",there are number0 pretzels in a bowl . john ate number1 pretzels . alan ate number2 fewer pretzels than john . marcus ate number3 more pretzels than john .,how many pretzels did marcus eat ?,,[],2533,"To find out how many pretzels Marcus ate, we first need to determine how many pretzels Alan ate. We know that Alan ate 9 fewer pretzels than John, so we can calculate that by subtracting 9 from the number of pretzels John ate.

John ate 28 pretzels.
Alan ate 28 - 9 = 19 pretzels.

Next, we need to find out how many pretzels Marcus ate. We know that Marcus ate 12 more pretzels than John, so we can calculate that by adding 12 to the number of pretzels John ate.

Marcus ate 28 + 12 = 40 pretzels.

Therefore, Marcus ate 40 pretzels.

#### 40"
mrs. randall has taught third grade for number0 years . she has number1 students this year . she also taught second grade for number2 years . how many years has mrs. randall been teaching ?,"[18,26,8]","[+,number0,number2]",26,"[32,1,33,6,7,8,11,12,13,22,23,24,31]",mrs. randall has taught third grade for number0 years . she has number1 students this year . she also taught second grade for number2 years .,how many years has mrs. randall been teaching ?,,[],2534,"To find out how many years Mrs. Randall has been teaching, we need to add the number of years she taught third grade and the number of years she taught second grade.

Mrs. Randall taught third grade for 18 years and second grade for 8 years. To find the total number of years she has been teaching, we add these two numbers:

$18 + 8 = 26$

Therefore, Mrs. Randall has been teaching for 26 years.

####"
there were number0 passengers on the bus . number1 passengers got off at the first stop . number2 passengers got off at the second stop . how many passengers were left on the bus ?,"[46,19,15]","[-,-,number0,number1,number2]",12,"[32,1,2,3,33,8,9,10,17,18,31]",there were number0 passengers on the bus . number1 passengers got off at the first stop . number2 passengers got off at the second stop .,how many passengers were left on the bus ?,,[],2535,"To find the number of passengers left on the bus, we need to subtract the number of passengers who got off at each stop from the total number of passengers on the bus.

Given:
Total number of passengers on the bus = 46
Number of passengers who got off at the first stop = 19
Number of passengers who got off at the second stop = 15

To find the number of passengers left on the bus, we subtract the number of passengers who got off at each stop from the total number of passengers on the bus:

Number of passengers left on the bus = Total number of passengers on the bus - Number of passengers who got off at the first stop - Number of passengers who got off at the second stop

Number of passengers left on the bus = 46 - 19 - 15

Simplifying the calculation:

Number of passengers left on the bus = 46 - 19 - 15 = 12

Therefore, there were 12 passengers left on the bus.
####
12"
the book store is very busy today . there are number0 children listening to a story . number1 people are shopping for books . number2 people are at the checkout counter . how many people are at the bookstore ?,"[25,36,17]","[+,+,number0,number1,number2]",78,"[1,3,36,37,6,38,9,10,11,17,18,24,25]",the book store is very busy today . there are number0 children listening to a story . number1 people are shopping for books . number2 people are at the checkout counter .,how many people are at the bookstore ?,,[],2536,"To find the total number of people at the bookstore, we need to add the number of children listening to a story, the number of people shopping for books, and the number of people at the checkout counter.

Number of children listening to a story: 25
Number of people shopping for books: 36
Number of people at the checkout counter: 17

To find the total number of people at the bookstore, we add these three numbers together:

25 + 36 + 17 = 78

Therefore, there are 78 people at the bookstore.

#### 78"
alexa is reading a nancy drew mystery . there are number0 pages in her book . she read number1 pages the first day . the next day alexa just could n't stop reading . she read number2 pages . how many pages does alexa have left to read ?,"[95,18,58]","[-,-,number0,number1,number2]",19,"[1,35,36,37,6,9,10,11,45,46,47,17,18,19]",alexa is reading a nancy drew mystery . there are number0 pages in her book . she read number1 pages the first day . the next day alexa just could n't stop reading . she read number2 pages .,how many pages does alexa have left to read ?,,[],2537,"To find out how many pages Alexa has left to read, we need to subtract the number of pages she has already read from the total number of pages in her book.

Total number of pages in the book: 95
Number of pages read on the first day: 18
Number of pages read on the next day: 58

To calculate the number of pages Alexa has left to read, we subtract the sum of pages read on the first day and the next day from the total number of pages in the book.

Pages left to read = Total number of pages - Pages read on the first day - Pages read on the next day

Pages left to read = 95 - 18 - 58

Pages left to read = 95 - 76

Pages left to read = 19

Therefore, Alexa has 19 pages left to read."
sam put number0 pretzels in a bowl for the party . his friends ate number1 of them . sam put in number2 more pretzels . how many pretzels were in the bowl then ?,"[86,49,27]","[+,-,number0,number1,number2]",64,"[32,1,2,3,4,6,13,14,15,20,21,22,23,30,31]",sam put number0 pretzels in a bowl for the party . his friends ate number1 of them . sam put in number2 more pretzels .,how many pretzels were in the bowl then ?,,[],2538,"The number of pretzels in the bowl initially is 86. 
His friends ate 49 pretzels. 
So, the number of pretzels remaining in the bowl is 86 - 49 = 37. 
Then, Sam put in 27 more pretzels. 
Therefore, the total number of pretzels in the bowl then is 37 + 27 = 64.

#### 
64"
tommy has number0 . he wants to buy a number1 camera . he also wants to buy a number2 cd player . how much more money does tommy need ?,"[79,35,59]","[-,+,number1,number2,number0]",15,"[1,2,3,10,11,12,20,21,22,29,30,31]",tommy has number0 . he wants to buy a number1 camera . he also wants to buy a number2 cd player .,how much more money does tommy need ?,,[],2539,"Tommy has $79. He wants to buy a $35 camera and a $59 CD player. To find out how much more money Tommy needs, we need to subtract the total cost of the camera and CD player from the amount of money he has.

The total cost of the camera and CD player is $35 + $59 = $94.

So, Tommy needs $94 - $79 = $15 more.

####
15"
omar loves to play checkers . he played number0 games yesterday . he played number1 games today . omar lost number2 games . how many games did he win ?,"[37,49,18]","[-,+,number0,number1,number2]",68,"[1,5,7,8,9,13,14,15,19,20,21,26,27,28]",omar loves to play checkers . he played number0 games yesterday . he played number1 games today . omar lost number2 games .,how many games did he win ?,,[],2540,"To find out how many games Omar won, we need to subtract the number of games he lost from the total number of games he played.

Total games played = games played yesterday + games played today
Total games played = 37 + 49

To find out how many games Omar won, we subtract the number of games he lost from the total number of games played.
Games won = Total games played - games lost
Games won = (37 + 49) - 18

Calculating the expression inside the parentheses first:
Games won = 86 - 18

Now we can subtract 18 from 86:
Games won = 68

Therefore, Omar won 68 games.

####"
number0 students signed up for computer classes . there were number1 second graders and number2 third graders . the rest of the students were number3 graders . how many number4 graders took computer classes ?,"[94,24,29,4,4]","[-,-,number0,number1,number2]",41,"[0,1,2,3,4,7,9,10,11,12,13,14,15,16,23,24,25,28,29,30,31,32,33]",number0 students signed up for computer classes . there were number1 second graders and number2 third graders . the rest of the students were number3 graders .,how many number4 graders took computer classes ?,,[],2541,"To find the number of 4th graders who took computer classes, we need to subtract the number of second and third graders from the total number of students.

Number of second graders = 24
Number of third graders = 29

Total number of students = 94

Number of 4th graders = Total number of students - Number of second graders - Number of third graders

Number of 4th graders = 94 - 24 - 29
Number of 4th graders = 41

Therefore, 41 4th graders took computer classes.

#### 41"
j.t . has some superhero trading cards . he lost number0 of them . he gave number1 of them to his best friend . now he has number2 cards left . how many cards did j.t . have at first ?,"[14,19,45]","[+,+,number2,number0,number1]",78,"[1,2,3,37,38,39,9,10,11,15,16,17,26,27,28]",j.t . has some superhero trading cards . he lost number0 of them . he gave number1 of them to his best friend . now he has number2 cards left .,how many cards did j.t . have at first ?,,[],2542,"Let's denote the number of cards JT had at first as ""x"". 

According to the information given, JT lost 14 cards, so the number of cards remaining after losing 14 is ""x - 14"". 

Next, JT gave 19 cards to his best friend, so the number of cards remaining after giving away 19 is ""(x - 14) - 19"".

Finally, it is mentioned that JT has 45 cards left, so we can set up the equation:

(x - 14) - 19 = 45

Simplifying the equation, we combine like terms:

x - 14 - 19 = 45
x - 33 = 45

To isolate the variable, we add 33 to both sides of the equation:

x - 33 + 33 = 45 + 33
x = 78

Therefore, JT had 78 cards at first. 

####"
evan has a large collection of books . he gave his best friend number0 books . he gave his little brother number1 books . now evan has number2 books in his collection . how many books did he have at first ?,"[14,8,60]","[+,+,number2,number0,number1]",82,"[1,2,5,38,39,40,12,13,14,20,21,22,26,27,28]",evan has a large collection of books . he gave his best friend number0 books . he gave his little brother number1 books . now evan has number2 books in his collection .,how many books did he have at first ?,,[],2543,"Let's denote the number of books Evan had at first as ""x"". 

Evan gave 14 books to his best friend and 8 books to his little brother, so he gave away a total of 14 + 8 = 22 books. 

After giving away these books, Evan has 60 books in his collection. 

Therefore, we can set up the equation: 

x - 22 = 60 

To find the value of x, we can add 22 to both sides of the equation: 

x = 60 + 22 

Simplifying the equation, we get: 

x = 82 

So Evan had 82 books at first. 

####82"
sean is playing monopoly with his friends . he already has number0 houses . sean traded in number1 houses for money to buy park place . he collected so much rent that he decided to buy number2 more houses . how many houses did sean have then ?,"[27,8,12]","[+,-,number0,number1,number2]",31,"[1,2,35,36,37,38,5,9,10,11,12,44,45,46,16,17,18]",sean is playing monopoly with his friends . he already has number0 houses . sean traded in number1 houses for money to buy park place . he collected so much rent that he decided to buy number2 more houses .,how many houses did sean have then ?,,[],2545,"Sean starts with 27 houses.
He trades in 8 houses, so he now has 27 - 8 = 19 houses.
Then he buys 12 more houses, so he now has 19 + 12 = 31 houses.

Therefore, Sean had 31 houses then.
####
31"
lou 's shoes must sell number0 pairs of shoes each month . they sold number1 pairs last week and number2 pairs this week . how many more pairs of shoes must they sell ?,"[80,27,12]","[-,-,number0,number1,number2]",41,"[32,1,2,4,5,6,8,9,13,14,15,18,19,20,30,31]",lou 's shoes must sell number0 pairs of shoes each month . they sold number1 pairs last week and number2 pairs this week .,how many more pairs of shoes must they sell ?,,[],2546,"To find out how many more pairs of shoes Lou's shoes must sell, we need to subtract the number of pairs they have already sold from the target of 80 pairs per month.

First, let's calculate the total number of pairs sold so far by adding the pairs sold last week (27) and the pairs sold this week (12):
$27 + 12 = 39$

Next, we subtract the total number of pairs sold (39) from the target of 80 pairs per month to find out how many more pairs they must sell:
$80 - 39 = 41$

Therefore, Lou's shoes must sell 41 more pairs of shoes. 
####"
zachary did number0 push-ups in gym class today . david did number1 more push-ups than zachary . how many push-ups did david do ?,"[47,15]","[+,number0,number1]",62,"[1,2,3,5,10,11,12,13,20,21,22]",zachary did number0 push-ups in gym class today . david did number1 more push-ups than zachary .,how many push-ups did david do ?,,[],2550,"To find out how many push-ups David did, we need to add 15 to the number of push-ups Zachary did.

Zachary did 47 push-ups.
David did 15 more push-ups than Zachary.

To calculate the number of push-ups David did, we can add the number of push-ups Zachary did to the additional push-ups David did:

$ 47 + 15 = 62 $

Therefore, David did 62 push-ups."
christine has number0 stickers on her good helper chart . she needs number1 stickers to get a prize . how many more stickers does christine need ?,"[11,30]","[-,number1,number0]",19,"[1,2,3,6,11,12,13,23,24,25]",christine has number0 stickers on her good helper chart . she needs number1 stickers to get a prize .,how many more stickers does christine need ?,,[],2551,"To find out how many more stickers Christine needs, we can subtract the number of stickers she already has from the number of stickers she needs to get a prize.

Number of stickers Christine needs = 30
Number of stickers Christine already has = 11

To find out how many more stickers Christine needs, we can subtract the number of stickers she already has from the number of stickers she needs.

30 - 11 = ####
"
there are number0 students in mrs. riley 's class but she only has number1 pencils . how many more pencils does mrs. riley need ?,"[28,19]","[-,number0,number1]",9,"[1,2,3,7,12,13,14,21,22,23]",there are number0 students in mrs. riley 's class but she only has number1 pencils .,how many more pencils does mrs. riley need ?,,[],2560,"To find out how many more pencils Mrs. Riley needs, we need to subtract the number of pencils she already has from the total number of students in her class.

Number of students in Mrs. Riley's class: 28
Number of pencils Mrs. Riley has: 19

To find out how many more pencils Mrs. Riley needs, we calculate:

$ 28 - 19 = 9 $

Therefore, Mrs. Riley needs 9 more pencils."
laurie has number0 more marbles than kurt . kurt has number1 marbles less than dennis . dennis has number2 marbles . how many marbles does laurie have ?,"[12,45,70]","[+,-,number2,number1,number0]",37,"[1,2,3,4,5,9,10,11,17,18,19,24,25,26]",laurie has number0 more marbles than kurt . kurt has number1 marbles less than dennis . dennis has number2 marbles .,how many marbles does laurie have ?,,[],2562,"First, let's find out how many marbles Kurt has. We know that Kurt has 45 marbles less than Dennis, who has 70 marbles. So we can subtract 45 from 70 to find out how many marbles Kurt has.

$ 70 - 45 = 25 $

Now we know that Kurt has 25 marbles. 

Next, we are told that Laurie has 12 more marbles than Kurt. To find out how many marbles Laurie has, we can add 12 to the number of marbles Kurt has.

$ 25 + 12 = 37 $

Therefore, Laurie has 37 marbles.

####"
kate maggie and sue added up their ages . the total was number0 kate is number1 and maggie is number2 how old is sue ?,"[48,19,17]","[-,-,number0,number1,number2]",12,"[11,12,13,15,16,17,19,20,21,22,23]",kate maggie and sue added up their ages . the total was number0 kate is number1 and maggie is number2 how,old is sue ?,,[],2563,"To find out Sue's age, we can subtract the sum of Kate and Maggie's ages from the total age of 48.

Let's denote Sue's age as S.

We know that Kate is 19 and Maggie is 17.

So, the sum of Kate and Maggie's ages is 19 + 17 = 36.

To find Sue's age, we subtract 36 from 48:

48 - 36 = 12

Therefore, Sue is 12 years old."
anthony gets number0 cents every day for lunch . he bought a juice box for number1 cents . he also bought a cupcake . anthony had number2 cents left . how much did the cupcake cost ?,"[75,27,8]","[-,-,number0,number1,number2]",40,"[1,2,3,4,33,34,35,14,15,16,25,26,27]",anthony gets number0 cents every day for lunch . he bought a juice box for number1 cents . he also bought a cupcake . anthony had number2 cents left .,how much did the cupcake cost ?,,[],2564,"Let's assume the cost of the cupcake is represented by the variable $c$. 

Anthony gets 75 cents every day for lunch and he spent 27 cents on a juice box. So, the remaining amount after buying the juice box is given by $75 - 27 = 48$ cents. 

Anthony had 8 cents left after buying the cupcake. We can represent this as $48 - c = 8$. 

To find the cost of the cupcake, we can solve the equation $48 - c = 8$ for $c$. 

Subtracting 48 from both sides of the equation, we have $48 - 48 - c = 8 - 48$. Simplifying, we get $-c = -40$. 

To solve for $c$, we multiply both sides of the equation by -1, giving us $c = 40$. 

Therefore, the cupcake cost 40 cents. 

####"
december is a busy month for the toy store . they had number0 games on the shelf . number1 games were sold the first week . the store got number2 more games from the factory . how many games did they have then ?,"[95,68,47]","[+,-,number0,number1,number2]",74,"[1,2,4,5,40,41,42,11,12,13,18,19,28,29,30,31]",december is a busy month for the toy store . they had number0 games on the shelf . number1 games were sold the first week . the store got number2 more games from the factory .,how many games did they have then ?,,[],2565,"To find out how many games the toy store had after these transactions, let's break it down step by step using calculations with $ symbols:

1. Initially, the toy store had 95 games on the shelf.
2. In the first week, they sold 68 games.
3. After that, the store received 47 more games from the factory.

To calculate the total number of games they had after these transactions, we can add the initial number of games to the games received from the factory after subtracting the games sold:

$ 95 + 47 - 68 = 74 $

So, the toy store had 74 games after these transactions.####74"
kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all . how many yo-yos did kevin collect ?,"[14,18,50]","[-,-,number2,number1,number0]",18,"[1,2,3,36,37,38,12,13,14,15,19,20,21,27,28,29]",kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all .,how many yo-yos did kevin collect ?,,[],2567,"Let's assume the number of yo-yos Kevin collected is represented by the variable $y$. We know that Kevin collected 14 stuffed animals and 18 frisbees, which gives us a total of $14 + 18 = 32$ toys collected. 

Adding the number of yo-yos collected, which is $y$, to the total number of toys collected should give us the total number of prizes Kevin has, which is 50. 

So the equation representing this situation is $32 + y = 50$. 

To find the value of $y$, we can subtract 32 from both sides of the equation: 

$32 + y - 32 = 50 - 32$

This simplifies to:

$y = 18$

Therefore, Kevin collected 18 yo-yos. 

####"
jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs . how many drinks did jasper sell ?,"[27,8,12]","[+,-,number0,number1,number2]",31,"[1,3,4,5,6,36,37,9,10,11,38,16,17,18,20,25,26,27,28]",jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs .,how many drinks did jasper sell ?,,[],2568,"Let's break down the information given:

- Jasper sold 27 bags of chips.
- He sold 8 fewer hot dogs than chips.
- He sold 12 more drinks than hot dogs.

To find the number of drinks Jasper sold, we need to determine the number of hot dogs he sold first. 

Since he sold 8 fewer hot dogs than chips, we can subtract 8 from the number of bags of chips to find the number of hot dogs:

$27 - 8 = 19$

Jasper sold 19 hot dogs.

Next, we need to determine the number of drinks he sold. 

Since he sold 12 more drinks than hot dogs, we can add 12 to the number of hot dogs to find the number of drinks:

$19 + 12 = 31$

Jasper sold 31 drinks.

####

Jasper sold 31 drinks."
the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour . how many pairs of skates are left ?,"[85,18,25]","[-,-,number0,number1,number2]",42,"[1,3,4,5,35,36,37,11,12,21,22,23]",the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour .,how many pairs of skates are left ?,,[],2570,"To find out how many pairs of skates are left, we need to subtract the number of skates rented from the total number of skates available.

The total number of skates available is 85 pairs.

The number of skates rented when the ice rink opened is 18 pairs.

During the first hour, an additional 25 people rented skates.

So, the number of skates rented during the first hour is 25 pairs.

To find out how many pairs of skates are left, we subtract the total number of skates rented from the total number of skates available.

Total skates rented = 18 + 25 = 43 pairs

Pairs of skates left = Total skates available - Total skates rented
Pairs of skates left = 85 - 43

Therefore, there are #### pairs of skates left."
jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left . how many pieces of candy did jake sell on tuesday ?,"[80,15,7]","[-,-,number0,number1,number2]",58,"[1,4,7,42,43,12,13,14,44,21,22,23,54,55,56]",jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left .,how many pieces of candy did jake sell on tuesday ?,,[],2571,"Let's calculate the number of pieces of candy Jake sold on Tuesday.

First, we know that Jake started with 80 pieces of candy. On Monday, he sold 15 pieces. So, to find out how many pieces he had left after Monday, we can subtract 15 from 80.

$ 80 - 15 = 65 $

Therefore, after Monday, Jake had 65 pieces of candy left.

Next, we are told that Jake had only 7 pieces of candy left by Wednesday. This means that between Monday and Wednesday, Jake sold some more candy. To find out how many pieces he sold on Tuesday, we need to subtract the number of pieces he had left on Wednesday from the number of pieces he had left after Monday.

$ 65 - 7 = 58 $

Therefore, Jake sold 58 pieces of candy on Tuesday.

####"
carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs . how many more chairs do they have left to move ?,"[74,28,29]","[-,-,number0,number1,number2]",17,"[1,2,3,4,35,36,7,37,13,14,15,18,19,20,24,25,26]",carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs .,how many more chairs do they have left to move ?,,[],2574,"To find out how many more chairs they have left to move, we need to subtract the number of chairs they have already moved from the total number of chairs they agreed to move.

Total number of chairs they agreed to move: 74
Number of chairs Carey moved: 28
Number of chairs Pat moved: 29

To find the number of chairs they have left to move, we can subtract the number of chairs Carey and Pat moved from the total number of chairs agreed upon.

Total chairs - Chairs Carey moved - Chairs Pat moved = Chairs left to move

74 - 28 - 29 = ####

Calculating the above expression, we find that they have 17 chairs left to move."
jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left . how many pieces of candy did jean have at first ?,"[18,7,16]","[+,+,number2,number1,number0]",41,"[1,2,34,35,36,7,8,9,10,16,17,18,22,23,24]",jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left .,how many pieces of candy did jean have at first ?,,[],2575,"Let's break down the information provided step by step:

1. Jean had a bag of candy.
2. She gave 18 pieces to her friend.
3. Jean ate 7 pieces.
4. Now she has 16 pieces left.

To find out how many pieces of candy Jean had at first, we can work backward from the information given.

Starting with the 16 pieces she has left, we can add back the pieces she ate and the pieces she gave to her friend to find the initial amount:

16 (pieces left) + 7 (pieces she ate) + 18 (pieces she gave to her friend) = ####

Calculating the sum:

16 + 7 + 18 = 41

So, Jean initially had 41 pieces of candy in her bag."
charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends . how many necklaces did charlene have then ?,"[60,16,18]","[-,-,number0,number1,number2]",26,"[1,2,3,4,5,7,8,9,15,16,17,25,26,27]",charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends .,how many necklaces did charlene have then ?,,[],2576,"To find the number of necklaces Charlene had after selling and giving some away, we'll start with the total number of necklaces she initially had and then subtract the ones she sold and gave away.

Total necklaces = 60
Necklaces sold = 16
Necklaces given to friends = 18

To find the number of necklaces Charlene had left:
60 - 16 (sold) - 18 (given) = 

Performing the arithmetic operations:
60 - 16 - 18 = 

Then, 
60 - 16 - 18 = 26

So Charlene had 26 necklaces left. 

####"
the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left . how many slices of pizza did the team eat ?,"[2,32,7]","[-,number1,number2]",25,"[1,2,3,4,5,6,39,8,9,40,41,12,13,14,28,29,30]",the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left .,how many slices of pizza did the team eat ?,,[],2577,"Let's start by finding the total number of slices of pizza that the team initially had. We know that there were 32 slices in total and 7 slices left, so we can subtract the number of slices left from the total number of slices to find the number of slices the team ate.

Total number of slices - Slices left = Slices eaten
32 - 7 = Slices eaten

Now we can calculate the number of slices the team ate.

32 - 7 = 25

So the team ate 25 slices of pizza.

####
25"
ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf . how many boxes of choco delights were missing ?,"[26,15,22]","[+,-,number0,number2,number1]",19,"[1,4,7,8,9,40,41,42,19,20,21,28,29,30]",ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf .,how many boxes of choco delights were missing ?,,[],2578,"To find out how many boxes of Choco Delights were missing from the shelf, we need to subtract the number of boxes that were counted later in the day from the total number of boxes that Ramon initially put on the shelf. We'll do this step by step using calculations with $ symbols:

1. Ramon initially put 26 boxes on the shelf.
2. There were already 15 boxes there.
3. So, the total number of boxes on the shelf initially is $26 + 15 = 41$.

Now, we know that later in the day, Ramon counted 22 boxes on the shelf. To find out how many boxes were missing, we'll subtract the count from the initial total:

4. $41 - 22 = 19$.

So, there were 19 boxes of Choco Delights missing from the shelf.

####19"
